GlyphID,Phoneme,Count,Description,advancedTongueRoot,anterior,approximant,back,click,consonantal,constrictedGlottis,continuant,coronal,delayedRelease,distributed,dorsal,epilaryngealSource,fortis,front,high,labial,labiodental,lateral,long,low,loweredLarynxImplosive,nasal,periodicGlottalSource,raisedLarynxEjective,retractedTongueRoot,round,short,sonorant,spreadGlottis,stress,strident,syllabic,tap,tense,tone,trill
0074+032A+02BC+007C+0074+02BC,t̪ʼ|tʼ,24,,0,+,-,0,-,+,+,-,+,-,0,-,-,-,0,0,-,0,-,-,0,-,-,-,+,0,0,-,-,-,-,-,-,-,0,0,-
0074+032A+02C0,t̪ˀ,1,voiceless dental glottalized alveolar stop consonant,0,+,-,0,-,+,+,-,+,-,+,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-
0074+032A+02C0+007C+0074+02C0,t̪ˀ|tˀ,2,,0,+,-,0,-,+,+,-,+,-,0,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-
0074+032A+02D0,t̪ː,13,long voiceless dental alveolar stop consonant,0,+,-,0,-,+,-,-,+,-,+,-,-,-,0,0,-,0,-,+,0,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-
0074+032A+02D0+007C+0074+02D0,t̪ː|tː,2,,0,+,-,0,-,+,-,-,+,-,0,-,-,-,0,0,-,0,-,+,0,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-
0074+032A+02D0+02B0,t̪ːʰ,2,,0,+,-,0,-,+,-,-,+,-,+,-,-,-,0,0,-,0,-,+,0,-,-,-,-,0,0,-,-,+,-,-,-,-,0,0,-
0074+032A+02D0+02BC,t̪ːʼ,1,,0,+,-,0,-,+,+,-,+,-,+,-,-,-,0,0,-,0,-,+,0,-,-,-,+,0,0,-,-,-,-,-,-,-,0,0,-
0074+032A+02E4,t̪ˤ,3,voiceless dental pharyngealized alveolar stop consonant,-,+,-,0,-,+,-,-,+,-,+,-,-,-,0,0,-,0,-,-,0,-,-,-,-,+,0,-,-,-,-,-,-,-,0,0,-
0074+032A+02E4+007C+0074+02E4,t̪ˤ|tˤ,1,,-,+,-,0,-,+,-,-,+,-,0,-,-,-,0,0,-,0,-,-,0,-,-,-,-,+,0,-,-,-,-,-,-,-,0,0,-
0074+032A+03B8,t̪θ,5,voiceless dental affricate consonant,0,+,-,0,-,+,-,-,+,+,+,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-
0074+032A+03B8+02B0,t̪θʰ,4,aspirated voiceless dental affricate consonant,0,+,-,0,-,+,-,-|+,+,-|+,+,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,+,-,-,-,-,0,0,-
0074+032A+03B8+02BC,t̪θʼ,5,LATIN SMALL LETTER T and COMBINING BRIDGE BELOW and GREEK SMALL LETTER THETA and MODIFIER LETTER APOSTROPHE,0,+,-,0,-,+,+,-|+,+,-|+,+,-,-,-,0,0,-,0,-,-,0,-,-,-,+,0,0,-,-,-,-,-,-,-,0,0,-
0074+0330,t̰,12,creaky alveolar stop consonant,0,+,-,0,-,+,+,-,+,-,-,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-
0074+0330+0073+0330,t̰s̰,1,creaky alveolar affricate consonant,0,+,-,0,-,+,+,-,+,+,-,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-
0074+0330+032A,t̰̪,3,,0,+,-,0,-,+,+,-,+,-,+,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-
0074+033A,t̺,3,voiceless apical alveolar stop consonant,0,+,-,0,-,+,-,-,+,-,-,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-
0074+033A+0073+033A,t̺s̺,1,LATIN SMALL LETTER T and COMBINING INVERTED BRIDGE BELOW and LATIN SMALL LETTER S and COMBINING INVERTED BRIDGE BELOW,0,+,-,0,-,+,-,-,+,+,-,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-
0074+033A+02D0,t̺ː,1,long voiceless apical alveolar stop consonant,0,+,-,0,-,+,-,-,+,-,-,-,-,-,0,0,-,0,-,+,0,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-
0074+033B,t̻,6,voiceless laminal alveolar stop consonant,0,+,-,0,-,+,-,-,+,-,+,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-
0074+033B+0073+033B,t̻s̻,5,voiceless laminal alveolar sibilant affricate consonant,0,+,-,0,-,+,-,-,+,+,+,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-
0074+033B+0073+033B+02B0,t̻s̻ʰ,1,aspirated voiceless laminal alveolar sibilant affricate consonant,0,+,-,0,-,+,-,-,+,+,+,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,+,-,+,-,-,0,0,-
0074+033B+0073+033B+02BC,t̻s̻ʼ,2,LATIN SMALL LETTER T and COMBINING SQUARE BELOW and LATIN SMALL LETTER S and COMBINING SQUARE BELOW and MODIFIER LETTER APOSTROPHE,0,+,-,0,-,+,+,-,+,+,+,-,-,-,0,0,-,0,-,-,0,-,-,-,+,0,0,-,-,-,-,+,-,-,0,0,-
0074+033B+02B0,t̻ʰ,4,aspirated voiceless laminal alveolar stop consonant,0,+,-,0,-,+,-,-,+,-,+,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,+,-,-,-,-,0,0,-
0074+033B+02B2,t̻ʲ,1,voiceless laminal palatalized alveolar stop consonant,0,+,-,+,-,+,-,-,+,-,+,+,-,-,+,+,-,0,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-
0074+033B+02BC,t̻ʼ,1,LATIN SMALL LETTER T and COMBINING SQUARE BELOW and MODIFIER LETTER APOSTROPHE,0,+,-,0,-,+,+,-,+,-,+,-,-,-,0,0,-,0,-,-,0,-,-,-,+,0,0,-,-,-,-,-,-,-,0,0,-
0074+033B+02D0,t̻ː,1,long voiceless laminal alveolar stop consonant,0,+,-,0,-,+,-,-,+,-,+,-,-,-,0,0,-,0,-,+,0,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-
0074+033B+02D0+02B0,t̻ːʰ,1,,0,+,-,0,-,+,-,-,+,-,+,-,-,-,0,0,-,0,-,+,0,-,-,-,-,0,0,-,-,+,-,-,-,-,0,0,-
0074+0348,t͈,2,fortis voiceless alveolar stop consonant,0,+,-,0,-,+,-,-,+,-,-,-,-,+,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-
0074+0348+0073,t͈s,1,fortis voiceless alveolar sibilant affricate consonant,0,+,-,0,-,+,-,-,+,+,-,-,-,+,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-
0074+0348+0073+02B7,t͈sʷ,1,fortis voiceless labialized alveolar sibilant affricate consonant,0,+,-,0,-,+,-,-,+,+,-,-,-,+,0,0,+,0,-,-,0,-,-,-,-,0,+,-,-,-,-,+,-,-,0,0,-
0074+0348+02D0,t͈ː,2,long fortis voiceless alveolar stop consonant,0,+,-,0,-,+,-,-,+,-,-,-,-,+,0,0,-,0,-,+,0,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-
0074+0348+0320+0283,t͈̠ʃ,1,,0,-,-,0,-,+,-,-,+,+,+,-,-,+,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-
0074+0348+0320+0283+02B7,t͈̠ʃʷ,1,,0,-,-,0,-,+,-,-,+,+,+,-,-,+,0,0,+,0,-,-,0,-,-,-,-,0,+,-,-,-,-,+,-,-,0,0,-
0074+0348+0320+0283+02D0,t͈̠ʃː,1,,0,-,-,0,-,+,-,-,+,+,+,-,-,+,0,0,-,0,-,+,0,-,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-
0074+0349,t͉,5,lenis voiceless alveolar stop consonant,0,+,-,0,-,+,-,-,+,-,-,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-
0074+0349+0073,t͉s,1,lenis voiceless alveolar sibilant affricate consonant,0,+,-,0,-,+,-,-,+,+,-,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-
0074+0349+02B2,t͉ʲ,1,lenis voiceless palatalized alveolar stop consonant,0,+,-,+,-,+,-,-,+,-,-,+,-,-,+,+,-,0,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-
0075,u,1873,voiced rounded close back vowel,-,0,+,+,0,-,-,+,-,0,0,+,-,0,-,+,+,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0075+0061,ua,20,LATIN SMALL LETTER U and LATIN SMALL LETTER A,-,0,+,+|-,0,-,-,+,-,0,0,+,-,0,-,+|-,+|-,-,-,-,-|+,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0075+0061+0069,uai,2,LATIN SMALL LETTER U and LATIN SMALL LETTER A and LATIN SMALL LETTER I,-,0,+,+|-|-,0,-,-,+,-,0,0,+,-,0,-|+,+|-|+,+|-|-,-,-,-,-|+|-,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0075+0061+02D0,uaː,2,LATIN SMALL LETTER U and LATIN SMALL LETTER A and MODIFIER LETTER TRIANGULAR COLON,-,0,+,+|-,0,-,-,+,-,0,0,+,-,0,-,+|-,+|-,-,-,+,-|+,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0075+0061+0303,uã,1,LATIN SMALL LETTER U and LATIN SMALL LETTER A and COMBINING TILDE,-,0,+,+|-,0,-,-,+,-,0,0,+,-,0,-,+|-,+|-,-,-,-,-|+,-,+,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0075+0061+0303+02D0,uãː,1,LATIN SMALL LETTER U and LATIN SMALL LETTER A and COMBINING TILDE and MODIFIER LETTER TRIANGULAR COLON,-,0,+,+|-,0,-,-,+,-,0,0,+,-,0,-,+|-,+|-,-,-,+,-|+,-,+,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0075+0065,ue,4,LATIN SMALL LETTER U and LATIN SMALL LETTER E,-,0,+,+|-,0,-,-,+,-,0,0,+,-,0,-|+,+|-,+|-,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0075+0065+0069,uei,1,LATIN SMALL LETTER U and LATIN SMALL LETTER E and LATIN SMALL LETTER I,-,0,+,+|-|-,0,-,-,+,-,0,0,+,-,0,-|+|+,+|-|+,+|-|-,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0075+0065+0303,uẽ,1,LATIN SMALL LETTER U and LATIN SMALL LETTER E and COMBINING TILDE,-,0,+,+|-,0,-,-,+,-,0,0,+,-,0,-|+,+|-,+|-,-,-,-,-,-,+,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0075+0069,ui,25,LATIN SMALL LETTER U and LATIN SMALL LETTER I,-,0,+,+|-,0,-,-,+,-,0,0,+,-,0,-|+,+,+|-,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0075+0069+032F,ui̯,1,LATIN SMALL LETTER U and LATIN SMALL LETTER I and COMBINING INVERTED BREVE BELOW,-,0,+,+|-,0,-,-,+,-,0,0,+,-,0,-|+,+,+|-,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,-,-,+,0,-
0075+006A,uj,2,LATIN SMALL LETTER U and LATIN SMALL LETTER J,-,0,+,+|-,-,-,-,+,-,0,0,+,-,-,-|+,+,+|-,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,+|-,-,+,0,-
0075+006F,uo,8,LATIN SMALL LETTER U and LATIN SMALL LETTER O,-,0,+,+,0,-,-,+,-,0,0,+,-,0,-,+|-,+,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0075+0079,uy,1,LATIN SMALL LETTER U and LATIN SMALL LETTER Y,-,0,+,+|-,0,-,-,+,-,0,0,+,-,0,-|+,+,+,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0075+0254,uɔ,2,LATIN SMALL LETTER U and LATIN SMALL LETTER OPEN O,-,0,+,+,0,-,-,+,-,0,0,+,-,0,-,+|-,+,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+|-,0,-
0075+0259,uə,16,LATIN SMALL LETTER U and LATIN SMALL LETTER SCHWA,-,0,+,+|-,0,-,-,+,-,0,0,+,-,0,-,+|-,+|-,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+|-,0,-
0075+025B,uɛ,1,LATIN SMALL LETTER U and LATIN SMALL LETTER OPEN E,-,0,+,+|-,0,-,-,+,-,0,0,+,-,0,-|+,+|-,+|-,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+|-,0,-
0075+0268,uɨ,1,LATIN SMALL LETTER U and LATIN SMALL LETTER I WITH STROKE,-,0,+,+|-,0,-,-,+,-,0,0,+,-,0,-,+,+|-,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0075+026A,uɪ,1,LATIN SMALL LETTER U and LATIN LETTER SMALL CAPITAL I,-,0,+,+|-,0,-,-,+,-,0,0,+,-,0,-|+,+,+|-,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+|-,0,-
0075+028C,uʌ,2,LATIN SMALL LETTER U and LATIN SMALL LETTER TURNED V,-,0,+,+,0,-,-,+,-,0,0,+,-,0,-,+|-,+|-,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+|-,0,-
0075+02B1,uʱ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0075+02C0,uˀ,1,voiced glottalized rounded close back vowel,-,0,+,+,0,-,+,+,-,0,0,+,-,0,-,+,+,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0075+02D0,uː,562,long voiced rounded close back vowel,-,0,+,+,0,-,-,+,-,0,0,+,-,0,-,+,+,-,-,+,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0075+02D0+0061,uːa,1,LATIN SMALL LETTER U and MODIFIER LETTER TRIANGULAR COLON and LATIN SMALL LETTER A,-,0,+,+|-,0,-,-,+,-,0,0,+,-,0,-,+|-,+|-,-,-,+,-|+,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0075+02D0+028C,uːʌ,1,LATIN SMALL LETTER U and MODIFIER LETTER TRIANGULAR COLON and LATIN SMALL LETTER TURNED V,-,0,+,+,0,-,-,+,-,0,0,+,-,0,-,+|-,+|-,-,-,+,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+|-,0,-
0075+02D0+02E4,uːˤ,1,,-,0,+,+,0,-,-,+,-,0,0,+,-,0,-,+,+,-,-,+,-,-,-,+,-,+,+,-,+,-,-,0,+,-,+,0,-
0075+02D1,uˑ,6,half-long voiced rounded close back vowel,-,0,+,+,0,-,-,+,-,0,0,+,-,0,-,+,+,-,-,+,-,-,-,+,-,-,+,+,+,-,-,0,+,-,+,0,-
0075+02DE,u˞,1,voiced rhotacized rounded close back vowel,-,+,+,+,0,-,-,+,+,0,+,+,-,0,-,+,+,-,-,-,-,-,-,+,-,-,+,-,+,-,-,+,+,-,+,0,-
0075+02E4,uˤ,4,voiced pharyngealized rounded close back vowel,-,0,+,+,0,-,-,+,-,0,0,+,-,0,-,+,+,-,-,-,-,-,-,+,-,+,+,-,+,-,-,0,+,-,+,0,-
0075+0303,ũ,436,voiced nasalized rounded close back vowel,-,0,+,+,0,-,-,+,-,0,0,+,-,0,-,+,+,-,-,-,-,-,+,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0075+0303+0069+0303,ũĩ,2,LATIN SMALL LETTER U and COMBINING TILDE and LATIN SMALL LETTER I and COMBINING TILDE,-,0,+,+|-,0,-,-,+,-,0,0,+,-,0,-|+,+,+|-,-,-,-,-,-,+,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0075+0303+0259,ũə,1,LATIN SMALL LETTER U and COMBINING TILDE and LATIN SMALL LETTER SCHWA,-,0,+,+|-,0,-,-,+,-,0,0,+,-,0,-,+|-,+|-,-,-,-,-,-,+,+,-,-,+,-,+,-,-,0,+,-,+|-,0,-
0075+0303+02D0,ũː,77,long voiced nasalized rounded close back vowel,-,0,+,+,0,-,-,+,-,0,0,+,-,0,-,+,+,-,-,+,-,-,+,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0075+0303+02E4,ũˤ,1,voiced nasalized pharyngealized rounded close back vowel,-,0,+,+,0,-,-,+,-,0,0,+,-,0,-,+,+,-,-,-,-,-,+,+,-,+,+,-,+,-,-,0,+,-,+,0,-
0075+0303+0306,ũ̆,1,,-,0,+,+,0,-,-,+,-,0,0,+,-,0,-,+,+,-,-,-,-,-,+,+,-,-,+,+,+,-,-,0,+,-,+,0,-
0075+0303+0330,ṵ̃,4,,-,0,+,+,0,-,+,+,-,0,0,+,-,0,-,+,+,-,-,-,-,-,+,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0075+0306,ŭ,6,extra-short voiced rounded close back vowel,-,0,+,+,0,-,-,+,-,0,0,+,-,0,-,+,+,-,-,-,-,-,-,+,-,-,+,+,+,-,-,0,+,-,+,0,-
0075+0308,ü,1,voiced centralized rounded close back vowel,-,0,+,-,0,-,-,+,-,0,0,+,-,0,-,-,+,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,+,-,-,0,-
0075+0308+02D0,üː,3,long voiced centralized rounded close back vowel,-,0,+,-,0,-,-,+,-,0,0,+,-,0,-,-,+,-,-,+,-,-,-,+,-,-,+,-,+,-,-,0,+,-,-,0,-
0075+0318,u̘,1,voiced advanced-tongue-root rounded close back vowel,+,0,+,+,0,-,-,+,-,0,0,+,-,0,-,+,+,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0075+0319,u̙,1,voiced retracted-tongue-root rounded close back vowel,-,0,+,+,0,-,-,+,-,0,0,+,-,0,-,+,+,-,-,-,-,-,-,+,-,+,+,-,+,-,-,0,+,-,+,0,-
0075+031C,u̜,2,LATIN SMALL LETTER U and COMBINING LEFT HALF RING BELOW,-,0,+,+,0,-,-,+,-,0,0,+,-,0,-,+,+,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0075+031E,u̞,13,voiced lowered rounded close back vowel,-,0,+,+,0,-,-,+,-,0,0,+,-,0,-,+,+,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0075+031E+02D0,u̞ː,2,long voiced lowered rounded close back vowel,-,0,+,+,0,-,-,+,-,0,0,+,-,0,-,+,+,-,-,+,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0075+0324,ṳ,17,breathy rounded close back vowel,-,0,+,+,0,-,-,+,-,0,0,+,-,0,-,+,+,-,-,-,-,-,-,+,-,-,+,-,+,+,-,0,+,-,+,0,-
0075+0324+0061,ṳa,1,LATIN SMALL LETTER U and COMBINING DIAERESIS BELOW and LATIN SMALL LETTER A,-,0,+,+|-,0,-,-,+,-,0,0,+,-,0,-,+|-,+|-,-,-,-,-|+,-,-,+,-,-,+,-,+,+,-,0,+,-,+,0,-
0075+0324+0061+0324,ṳa̤,1,LATIN SMALL LETTER U and COMBINING DIAERESIS BELOW and LATIN SMALL LETTER A and COMBINING DIAERESIS BELOW,-,0,+,+|-,0,-,-,+,-,0,0,+,-,0,-,+|-,+|-,-,-,-,-|+,-,-,+,-,-,+,-,+,+,-,0,+,-,+,0,-
0075+0324+0069+0324,ṳi̤,1,LATIN SMALL LETTER U and COMBINING DIAERESIS BELOW and LATIN SMALL LETTER I and COMBINING DIAERESIS BELOW,-,0,+,+|-,0,-,-,+,-,0,0,+,-,0,-|+,+,+|-,-,-,-,-,-,-,+,-,-,+,-,+,+,-,0,+,-,+,0,-
0075+0324+0259+0324,ṳə̤,1,LATIN SMALL LETTER U and COMBINING DIAERESIS BELOW and LATIN SMALL LETTER SCHWA and COMBINING DIAERESIS BELOW,-,0,+,+|-,0,-,-,+,-,0,0,+,-,0,-,+|-,+|-,-,-,-,-,-,-,+,-,-,+,-,+,+,-,0,+,-,+|-,0,-
0075+0324+02D0,ṳː,6,long breathy rounded close back vowel,-,0,+,+,0,-,-,+,-,0,0,+,-,0,-,+,+,-,-,+,-,-,-,+,-,-,+,-,+,+,-,0,+,-,+,0,-
0075+0324+02D1,ṳˑ,2,half-long breathy rounded close back vowel,-,0,+,+,0,-,-,+,-,0,0,+,-,0,-,+,+,-,-,+,-,-,-,+,-,-,+,+,+,+,-,0,+,-,+,0,-
0075+0325,u̥,5,voiceless rounded close back vowel,-,0,+,+,0,-,-,+,-,0,0,+,-,0,-,+,+,-,-,-,-,-,-,-,-,-,+,-,+,+,-,0,+,-,+,0,-
0075+0330,ṵ,18,creaky rounded close back vowel,-,0,+,+,0,-,+,+,-,0,0,+,-,0,-,+,+,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0075+0353,u͓,1,LATIN SMALL LETTER U and COMBINING X BELOW,-,0,-,+,0,+,-,+,-,+,0,+,-,0,-,+,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,0,+,-,+,0,-
0075+1D31,uᴱ,1,LATIN SMALL LETTER U and MODIFIER LETTER CAPITAL E,-,0,+,+,0,-,-,+,-,0,0,+,+,0,-,+,+,-,-,-,-,-,-,+,-,-,+,-,+,+,-,0,+,-,+,0,-
0076,v,626,voiced labiodental fricative consonant,0,0,-,0,-,+,-,+,-,+,0,-,-,-,0,0,+,+,-,-,0,-,-,+,-,0,-,-,-,-,-,0,-,-,0,0,-
0076+027E,vɾ,1,LATIN SMALL LETTER V and LATIN SMALL LETTER R WITH FISHHOOK,0,+,-|+,0,-,+,-,+,-|+,+,-,-,-,-,0,0,+|-,+,-,-,0,-,-,+,-,0,-,-,-|+,-,-,-,-,-|+,0,0,-
0076+02B1,vʱ,2,breathy labiodental fricative consonant,0,0,-,0,-,+,-,+,-,+,0,-,-,-,0,0,+,+,-,-,0,-,-,+,-,0,-,-,-,+,-,0,-,-,0,0,-
0076+02B2,vʲ,14,voiced palatalized labiodental fricative consonant,0,0,-,+,-,+,-,+,-,+,0,+,-,-,+,+,+,+,-,-,-,-,-,+,-,0,-,-,-,-,-,0,-,-,0,0,-
0076+02B7,vʷ,9,voiced labialized labiodental fricative consonant,0,0,-,0,-,+,-,+,-,+,0,-,-,-,0,0,+,+,-,-,0,-,-,+,-,0,+,-,-,-,-,0,-,-,0,0,-
0076+02D0,vː,6,long voiced labiodental fricative consonant,0,0,-,0,-,+,-,+,-,+,0,-,-,-,0,0,+,+,-,+,0,-,-,+,-,0,-,-,-,-,-,0,-,-,0,0,-
0076+0303,ṽ,2,voiced nasalized labiodental fricative consonant,0,0,-,0,-,+,-,+,-,+,0,-,-,-,0,0,+,+,-,-,0,-,+,+,-,0,-,-,-,-,-,0,-,-,0,0,-
0076+0324,v̤,4,breathy labiodental fricative consonant,0,0,-,0,-,+,-,+,-,+,0,-,-,-,0,0,+,+,-,-,0,-,-,+,-,0,-,-,-,+,-,0,-,-,0,0,-
0076+0329,v̩,1,syllabic voiced labiodental fricative consonant,0,0,-,0,-,+,-,+,-,+,0,-,-,-,0,0,+,+,-,-,0,-,-,+,-,0,-,-,-,-,-,0,+,-,0,0,-
0077,w,1812,,0,0,+,+,-,-,-,+,-,0,0,+,-,-,-,+,+,-,-,-,-,-,-,+,-,0,+,-,+,-,-,0,-,-,+,0,-
0077+0061,wa,2,LATIN SMALL LETTER W and LATIN SMALL LETTER A,-,0,+,+|-,-,-,-,+,-,0,0,+,-,-,-,+|-,+|-,-,-,-,-|+,-,-,+,-,-,+,-,+,-,-,0,-|+,-,+,0,-
0077+0061+0069+032F,wai̯,1,LATIN SMALL LETTER W and LATIN SMALL LETTER A and LATIN SMALL LETTER I and COMBINING INVERTED BREVE BELOW,-,0,+,+|-|-,-,-,-,+,-,0,0,+,-,-,-|+,+|-|+,+|-|-,-,-,-,-|+|-,-,-,+,-,-,+,-,+,-,-,0,-,-,+,0,-
0077+0065,we,1,LATIN SMALL LETTER W and LATIN SMALL LETTER E,-,0,+,+|-,-,-,-,+,-,0,0,+,-,-,-|+,+|-,+|-,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,-|+,-,+,0,-
0077+0065+0069+032F,wei̯,1,LATIN SMALL LETTER W and LATIN SMALL LETTER E and LATIN SMALL LETTER I and COMBINING INVERTED BREVE BELOW,-,0,+,+|-|-,-,-,-,+,-,0,0,+,-,-,-|+|+,+|-|+,+|-|-,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,-,-,+,0,-
0077+0069,wi,1,LATIN SMALL LETTER W and LATIN SMALL LETTER I,-,0,+,+|-,-,-,-,+,-,0,0,+,-,-,-|+,+,+|-,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,-|+,-,+,0,-
0077+006F,wo,1,LATIN SMALL LETTER W and LATIN SMALL LETTER O,-,0,+,+,-,-,-,+,-,0,0,+,-,-,-,+|-,+,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,-|+,-,+,0,-
0077+0259,wə,2,LATIN SMALL LETTER W and LATIN SMALL LETTER SCHWA,-,0,+,+|-,-,-,-,+,-,0,0,+,-,-,-,+|-,+|-,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,-|+,-,+|-,0,-
0077+02B1,wʱ,3,,0,0,+,+,-,-,-,+,-,0,0,+,-,-,-,+,+,-,-,-,-,-,-,+,-,0,+,-,+,+,-,0,-,-,+,0,-
0077+02B2,wʲ,7,,0,0,+,+,-,-,-,+,-,0,0,+,-,-,+,+,+,-,-,-,-,-,-,+,-,0,+,-,+,-,-,0,-,-,+,0,-
0077+02BC,wʼ,1,,0,0,+,+,-,-,+,+,-,0,0,+,-,-,-,+,+,-,-,-,-,-,-,+,+,0,+,-,+,-,-,0,-,-,+,0,-
0077+02C0,wˀ,6,,0,0,+,+,-,-,+,+,-,0,0,+,-,-,-,+,+,-,-,-,-,-,-,+,-,0,+,-,+,-,-,0,-,-,+,0,-
0077+02D0,wː,33,,0,0,+,+,-,-,-,+,-,0,0,+,-,-,-,+,+,-,-,+,-,-,-,+,-,0,+,-,+,-,-,0,-,-,+,0,-
0077+02DE,w˞,1,,0,+,+,+,-,-,-,+,+,0,+,+,-,-,-,+,+,-,-,-,-,-,-,+,-,0,+,-,+,-,-,+,-,-,+,0,-
0077+02E4,wˤ,1,,-,0,+,+,-,-,-,+,-,0,0,+,-,-,-,+,+,-,-,-,-,-,-,+,-,+,+,-,+,-,-,0,-,-,+,0,-
0077+0303,w̃,18,,0,0,+,+,-,-,-,+,-,0,0,+,-,-,-,+,+,-,-,-,-,-,+,+,-,0,+,-,+,-,-,0,-,-,+,0,-
0077+0308,ẅ,1,,0,0,+,-,-,-,-,+,-,0,0,+,-,-,-,-,+,-,-,-,-,-,-,+,-,0,+,-,+,-,-,0,-,-,-,0,-
0077+031E,w̞,1,,0,0,+,+,-,-,-,+,-,0,0,+,-,-,-,+,+,-,-,-,-,-,-,+,-,0,+,-,+,-,-,0,-,-,+,0,-
0077+0324,w̤,4,,0,0,+,+,-,-,-,+,-,0,0,+,-,-,-,+,+,-,-,-,-,-,-,+,-,0,+,-,+,+,-,0,-,-,+,0,-
