GlyphID,Phoneme,Count,Description,advancedTongueRoot,anterior,approximant,back,click,consonantal,constrictedGlottis,continuant,coronal,delayedRelease,distributed,dorsal,epilaryngealSource,fortis,front,high,labial,labiodental,lateral,long,low,loweredLarynxImplosive,nasal,periodicGlottalSource,raisedLarynxEjective,retractedTongueRoot,round,short,sonorant,spreadGlottis,stress,strident,syllabic,tap,tense,tone,trill
0077+0325,w̥,2,,0,0,+,+,-,-,-,+,-,0,0,+,-,-,-,+,+,-,-,-,-,-,-,-,-,0,+,-,+,+,-,0,-,-,+,0,-
0077+0330,w̰,33,,0,0,+,+,-,-,+,+,-,0,0,+,-,-,-,+,+,-,-,-,-,-,-,+,-,0,+,-,+,-,-,0,-,-,+,0,-
0078,x,391,voiceless velar fricative consonant,0,0,-,-,-,+,-,+,-,+,0,+,-,-,-,+,-,0,-,-,-,-,-,-,-,0,0,-,-,-,-,0,-,-,0,0,-
0078+0068,xh,1,LATIN SMALL LETTER X and LATIN SMALL LETTER H,0,0,-,-,-,+|-,-,+,-,+,0,+|-,-,-,-,+,-,0,-,-,-,-,-,-,-,0,0,-,-,-|+,-,0,-,-,0,0,-
0078+02B2,xʲ,3,voiceless palatalized velar fricative consonant,0,0,-,+,-,+,-,+,-,+,0,+,-,-,+,+,-,0,-,-,-,-,-,-,-,0,0,-,-,-,-,0,-,-,0,0,-
0078+02B7,xʷ,69,voiceless labialized velar fricative consonant,0,0,-,-,-,+,-,+,-,+,0,+,-,-,-,+,+,0,-,-,-,-,-,-,-,0,+,-,-,-,-,0,-,-,0,0,-
0078+02B7+02BC,xʷʼ,1,LATIN SMALL LETTER X and MODIFIER LETTER SMALL W and MODIFIER LETTER APOSTROPHE,0,0,-,-,-,+,+,+,-,+,0,+,-,-,-,+,+,0,-,-,-,-,-,-,+,0,+,-,-,-,-,0,-,-,0,0,-
0078+02BC,xʼ,4,voiceless velar ejective fricative consonant,0,0,-,-,-,+,+,+,-,+,0,+,-,-,-,+,-,0,-,-,-,-,-,-,+,0,0,-,-,-,-,0,-,-,0,0,-
0078+02D0,xː,10,long voiceless velar fricative consonant,0,0,-,-,-,+,-,+,-,+,0,+,-,-,-,+,-,0,-,+,-,-,-,-,-,0,0,-,-,-,-,0,-,-,0,0,-
0078+02D0+02B7,xːʷ,1,,0,0,-,-,-,+,-,+,-,+,0,+,-,-,-,+,+,0,-,+,-,-,-,-,-,0,+,-,-,-,-,0,-,-,0,0,-
0078+031F+02B2,x̟ʲ,1,voiceless advanced palatalized velar fricative consonant,0,0,-,+,-,+,-,+,-,+,0,+,-,-,+,+,-,0,-,-,-,-,-,-,-,0,0,-,-,-,-,0,-,-,0,0,-
0078+0325,x̥,1,voiceless velar fricative consonant,0,0,-,-,-,+,-,+,-,+,0,+,-,-,-,+,-,0,-,-,-,-,-,-,-,0,0,-,-,+,-,0,-,-,0,0,-
0078+0348,x͈,1,fortis voiceless velar fricative consonant,0,0,-,-,-,+,-,+,-,+,0,+,-,+,-,+,-,0,-,-,-,-,-,-,-,0,0,-,-,-,-,0,-,-,0,0,-
0078+0348+02B7,x͈ʷ,1,fortis voiceless labialized velar fricative consonant,0,0,-,-,-,+,-,+,-,+,0,+,-,+,-,+,+,0,-,-,-,-,-,-,-,0,+,-,-,-,-,0,-,-,0,0,-
0078+0348+02D0,x͈ː,1,long fortis voiceless velar fricative consonant,0,0,-,-,-,+,-,+,-,+,0,+,-,+,-,+,-,0,-,+,-,-,-,-,-,0,0,-,-,-,-,0,-,-,0,0,-
0079,y,84,voiced rounded close front vowel,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+,+,+,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0079+0065,ye,1,LATIN SMALL LETTER Y and LATIN SMALL LETTER E,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+,+|-,+|-,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0079+00F8+031E,yø̞,1,LATIN SMALL LETTER Y and LATIN SMALL LETTER O WITH STROKE and COMBINING DOWN TACK BELOW,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+,+|-,+,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0079+0259,yə,1,LATIN SMALL LETTER Y and LATIN SMALL LETTER SCHWA,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+|-,+|-,+|-,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+|-,0,-
0079+02BC,yʼ,1,LATIN SMALL LETTER Y and MODIFIER LETTER APOSTROPHE,-,0,+,-,0,-,+,+,-,0,0,+,-,0,+,+,+,-,-,-,-,-,-,+,+,-,+,-,+,-,-,0,+,-,+,0,-
0079+02D0,yː,21,long voiced rounded close front vowel,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+,+,+,-,-,+,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0079+0303,ỹ,2,voiced nasalized rounded close front vowel,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+,+,+,-,-,-,-,-,+,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0079+0306,y̆,1,extra-short voiced rounded close front vowel,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+,+,+,-,-,-,-,-,-,+,-,-,+,+,+,-,-,0,+,-,+,0,-
0079+0324,y̤,1,breathy rounded close front vowel,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+,+,+,-,-,-,-,-,-,+,-,-,+,-,+,+,-,0,+,-,+,0,-
007A,z,671,voiced alveolar sibilant fricative consonant,0,+,-,0,-,+,-,+,+,+,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-
007A+027E,zɾ,1,LATIN SMALL LETTER Z and LATIN SMALL LETTER R WITH FISHHOOK,0,+,-|+,0,-,+,-,+,+,+,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-|+,-,-,+|-,-,-|+,0,0,-
007A+02B2,zʲ,8,voiced palatalized alveolar sibilant fricative consonant,0,+,-,+,-,+,-,+,+,+,-,+,-,-,+,+,-,0,-,-,-,-,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-
007A+02B7,zʷ,15,voiced labialized alveolar sibilant fricative consonant,0,+,-,0,-,+,-,+,+,+,-,-,-,-,0,0,+,0,-,-,0,-,-,+,-,0,+,-,-,-,-,+,-,-,0,0,-
007A+02C0,zˀ,1,voiced glottalized alveolar sibilant fricative consonant,0,+,-,0,-,+,+,+,+,+,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-
007A+02D0,zː,20,long voiced alveolar sibilant fricative consonant,0,+,-,0,-,+,-,+,+,+,-,-,-,-,0,0,-,0,-,+,0,-,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-
007A+02D0+02E4,zːˤ,4,,-,+,-,0,-,+,-,+,+,+,-,-,-,-,0,0,-,0,-,+,0,-,-,+,-,+,0,-,-,-,-,+,-,-,0,0,-
007A+02E0,zˠ,1,voiced velarized alveolar sibilant fricative consonant,0,+,-,+,-,+,-,+,+,+,-,+,-,-,-,+,-,0,-,-,-,-,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-
007A+02E4,zˤ,6,voiced pharyngealized alveolar sibilant fricative consonant,-,+,-,0,-,+,-,+,+,+,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,+,0,-,-,-,-,+,-,-,0,0,-
007A+0303,z̃,1,voiced nasalized alveolar sibilant fricative consonant,0,+,-,0,-,+,-,+,+,+,-,-,-,-,0,0,-,0,-,-,0,-,+,+,-,0,0,-,-,-,-,+,-,-,0,0,-
007A+0303+031E+0329+02E0,z̞̩̃ˠ,1,,0,+,-,+,-,+,-,+,+,+,-,+,-,-,-,+,-,0,-,-,-,-,+,+,-,0,0,-,-,-,-,+,+,-,0,0,-
007A+031E+0329,z̞̩,2,syllabic voiced lowered alveolar sibilant fricative consonant,0,+,-,0,-,+,-,+,+,+,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,+,+,-,0,0,-
007A+031E+0329+02E0,z̞̩ˠ,1,syllabic voiced lowered velarized alveolar sibilant fricative consonant,0,+,-,+,-,+,-,+,+,+,-,+,-,-,-,+,-,0,-,-,-,-,-,+,-,0,0,-,-,-,-,+,+,-,0,0,-
007A+0324,z̤,2,breathy alveolar sibilant fricative consonant,0,+,-,0,-,+,-,+,+,+,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,+,-,+,-,-,0,0,-
007A+0325,z̥,1,voiceless alveolar sibilant fricative consonant,0,+,-,0,-,+,-,+,+,+,-,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,+,-,+,-,-,0,0,-
007A+0329,z̩,1,syllabic voiced alveolar sibilant fricative consonant,0,+,-,0,-,+,-,+,+,+,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,+,+,-,0,0,-
007A+032A,z̪,37,voiced dental alveolar sibilant fricative consonant,0,+,-,0,-,+,-,+,+,+,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-
007A+032A+007C+007A,z̪|z,44,,0,+,-,0,-,+,-,+,+,+,0,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-
007A+032A+02B2,z̪ʲ,2,voiced dental palatalized alveolar sibilant fricative consonant,0,+,-,+,-,+,-,+,+,+,+,+,-,-,+,+,-,0,-,-,-,-,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-
007A+032A+02B2+007C+007A+02B2,z̪ʲ|zʲ,1,,0,+,-,+,-,+,-,+,+,+,0,+,-,-,+,+,-,0,-,-,-,-,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-
007A+032A+02B7+007C+007A+02B7,z̪ʷ|zʷ,1,,0,+,-,0,-,+,-,+,+,+,0,-,-,-,0,0,+,0,-,-,0,-,-,+,-,0,+,-,-,-,-,+,-,-,0,0,-
007A+032A+02D0,z̪ː,1,long voiced dental alveolar sibilant fricative consonant,0,+,-,0,-,+,-,+,+,+,+,-,-,-,0,0,-,0,-,+,0,-,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-
007A+032A+02E4,z̪ˤ,2,voiced dental pharyngealized alveolar sibilant fricative consonant,-,+,-,0,-,+,-,+,+,+,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,+,0,-,-,-,-,+,-,-,0,0,-
007A+032A+02E4+007C+007A+02E4,z̪ˤ|zˤ,1,,-,+,-,0,-,+,-,+,+,+,0,-,-,-,0,0,-,0,-,-,0,-,-,+,-,+,0,-,-,-,-,+,-,-,0,0,-
007A+032A+0347+007C+007A+0347,z̪͇|z͇,2,,0,+,-,0,-,+,-,+,+,+,0,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-
007A+033A,z̺,1,voiced apical alveolar sibilant fricative consonant,0,+,-,0,-,+,-,+,+,+,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-
007A+033B,z̻,4,voiced laminal alveolar sibilant fricative consonant,0,+,-,0,-,+,-,+,+,+,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-
007A+0347,z͇,2,LATIN SMALL LETTER Z and COMBINING EQUALS SIGN BELOW,0,+,-,0,-,+,-,+,+,+,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-
007A+0348+02D0,z͈ː,1,long fortis voiced alveolar sibilant fricative consonant,0,+,-,0,-,+,-,+,+,+,-,-,-,+,0,0,-,0,-,+,0,-,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-
00E6,æ,137,voiced unrounded near-open front vowel,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+,-,-,0,-,-,+,-,-,+,-,-,0,-,+,-,-,0,+,-,0,0,-
00E6+0065,æe,1,LATIN SMALL LETTER AE and LATIN SMALL LETTER E,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+,-,-,0,-,-,+|-,-,-,+,-,-,0,-,+,-,-,0,+,-,+,0,-
00E6+0065+0303+032F,æẽ̯,1,,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+,-,-,0,-,-,+|-,-,+,+,-,-,0,-,+,-,-,0,-,-,+,0,-
00E6+0065+032F,æe̯,1,LATIN SMALL LETTER AE and LATIN SMALL LETTER E and COMBINING INVERTED BREVE BELOW,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+,-,-,0,-,-,+|-,-,-,+,-,-,0,-,+,-,-,0,-,-,+,0,-
00E6+0069,æi,3,LATIN SMALL LETTER AE and LATIN SMALL LETTER I,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+,-|+,-,0,-,-,+|-,-,-,+,-,-,0,-,+,-,-,0,+,-,+,0,-
00E6+0075,æu,1,LATIN SMALL LETTER AE and LATIN SMALL LETTER U,-,0,+,-|+,0,-,-,+,-,0,0,+,-,0,+|-,-|+,-|+,-,-,-,+|-,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
00E6+026A,æɪ,1,LATIN SMALL LETTER AE and LATIN LETTER SMALL CAPITAL I,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+,-|+,-,0,-,-,+|-,-,-,+,-,-,0,-,+,-,-,0,+,-,-,0,-
00E6+0289,æʉ,1,LATIN SMALL LETTER AE and LATIN SMALL LETTER U BAR,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+|-,-|+,-|+,-,-,-,+|-,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
00E6+02D0,æː,42,long voiced unrounded near-open front vowel,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+,-,-,0,-,+,+,-,-,+,-,-,0,-,+,-,-,0,+,-,0,0,-
00E6+02E4,æˤ,2,voiced pharyngealized unrounded near-open front vowel,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+,-,-,0,-,-,+,-,-,+,-,+,0,-,+,-,-,0,+,-,0,0,-
00E6+0303,æ̃,36,voiced nasalized unrounded near-open front vowel,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+,-,-,0,-,-,+,-,+,+,-,-,0,-,+,-,-,0,+,-,0,0,-
00E6+0303+02D0,æ̃ː,6,long voiced nasalized unrounded near-open front vowel,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+,-,-,0,-,+,+,-,+,+,-,-,0,-,+,-,-,0,+,-,0,0,-
00E6+0303+031E,æ̞̃,27,,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+,-,-,0,-,-,+,-,+,+,-,-,0,-,+,-,-,0,+,-,0,0,-
00E6+0324,æ̤,2,breathy unrounded near-open front vowel,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+,-,-,0,-,-,+,-,-,+,-,-,0,-,+,+,-,0,+,-,0,0,-
00E6+0324+02D0,æ̤ː,2,long breathy unrounded near-open front vowel,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+,-,-,0,-,+,+,-,-,+,-,-,0,-,+,+,-,0,+,-,0,0,-
00E7,ç,108,,0,-,-,-,-,+,-,+,+,+,+,+,-,-,+,+,-,0,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-
00E7+02B2,çʲ,2,,0,-,-,+,-,+,-,+,+,+,+,+,-,-,+,+,-,0,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-
00E7+02B7,çʷ,3,,0,-,-,-,-,+,-,+,+,+,+,+,-,-,+,+,+,0,-,-,-,-,-,-,-,0,+,-,-,-,-,-,-,-,0,0,-
00E7+02D0,çː,1,,0,-,-,-,-,+,-,+,+,+,+,+,-,-,+,+,-,0,-,+,-,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-
00E7+031F,ç̟,1,,0,-,-,-,-,+,-,+,+,+,+,+,-,-,+,+,-,0,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-
00F0,ð,97,voiced dental fricative consonant,0,+,-,0,-,+,-,+,+,+,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
00F0+02B2,ðʲ,2,voiced palatalized dental fricative consonant,0,+,-,+,-,+,-,+,+,+,+,+,-,-,+,+,-,0,-,-,-,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
00F0+02D0,ðː,1,long voiced dental fricative consonant,0,+,-,0,-,+,-,+,+,+,+,-,-,-,0,0,-,0,-,+,0,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
00F0+02E0,ðˠ,1,voiced velarized dental fricative consonant,0,+,-,+,-,+,-,+,+,+,+,+,-,-,-,+,-,0,-,-,-,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
00F0+02E4,ðˤ,1,voiced pharyngealized dental fricative consonant,-,+,-,0,-,+,-,+,+,+,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,+,0,-,-,-,-,-,-,-,0,0,-
00F0+031E,ð̞,4,voiced lowered dental fricative consonant,0,+,-,0,-,+,-,+,+,+,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
00F0+0349,ð͉,1,lenis voiced dental fricative consonant,0,+,-,0,-,+,-,+,+,+,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
00F8,ø,52,voiced rounded close-mid front vowel,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+,-,+,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
00F8+0079,øy,1,LATIN SMALL LETTER O WITH STROKE and LATIN SMALL LETTER Y,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+,-|+,+,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
00F8+0258,øɘ,1,LATIN SMALL LETTER O WITH STROKE and LATIN SMALL LETTER REVERSED E,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+|-,-,+|-,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
00F8+02D0,øː,21,long voiced rounded close-mid front vowel,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+,-,+,-,-,+,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
00F8+0306,ø̆,1,extra-short voiced rounded close-mid front vowel,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+,-,+,-,-,-,-,-,-,+,-,-,+,+,+,-,-,0,+,-,+,0,-
00F8+031E,ø̞,5,voiced lowered rounded close-mid front vowel,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+,-,+,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
00F8+031E+02D0,ø̞ː,3,long voiced lowered rounded close-mid front vowel,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+,-,+,-,-,+,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
00F8+031E+02E4,ø̞ˤ,2,voiced lowered pharyngealized rounded close-mid front vowel,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+,-,+,-,-,-,-,-,-,+,-,+,+,-,+,-,-,0,+,-,+,0,-
00F8+0320,ø̠,1,voiced retracted rounded close-mid front vowel,-,-,+,-,0,-,-,+,-,0,+,+,-,0,+,-,+,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0127,ħ,55,voiceless pharyngeal fricative consonant,0,0,-,+,-,+,-,+,-,+,0,+,-,-,-,-,-,0,-,-,+,-,-,-,-,0,0,-,-,-,-,0,-,-,0,0,-
0127+02B7,ħʷ,2,voiceless labialized pharyngeal fricative consonant,0,0,-,+,-,+,-,+,-,+,0,+,-,-,-,-,+,0,-,-,+,-,-,-,-,0,+,-,-,-,-,0,-,-,0,0,-
0127+02D0,ħː,5,long voiceless pharyngeal fricative consonant,0,0,-,+,-,+,-,+,-,+,0,+,-,-,-,-,-,0,-,+,+,-,-,-,-,0,0,-,-,-,-,0,-,-,0,0,-
0127+0348+02D0,ħ͈ː,1,long fortis voiceless pharyngeal fricative consonant,0,0,-,+,-,+,-,+,-,+,0,+,-,+,-,-,-,0,-,+,+,-,-,-,-,0,0,-,-,-,-,0,-,-,0,0,-
014B,ŋ,1217,voiced velar nasal stop consonant,0,0,-,-,-,+,-,-,-,0,0,+,-,-,-,+,-,0,-,-,-,-,+,+,-,0,0,-,+,-,-,0,-,-,0,0,-
014B+0062,ŋb,1,LATIN SMALL LETTER ENG and LATIN SMALL LETTER B,0,0,-,-,-,+,-,-,-,-,0,+|-,-,-,-,+,-|+,-,-,-,-,-,+|-,+,-,0,-,-,+|-,-,-,0,-,-,0,0,-
014B+0068,ŋh,1,LATIN SMALL LETTER ENG and LATIN SMALL LETTER H,0,0,-,-,-,+|-,-,-|+,-,+,0,+|-,-,-,-,+,-,0,-,-,-,-,+|-,+|-,-,0,0,-,+|-,-|+,-,0,-,-,0,0,-
014B+0068+02B2,ŋhʲ,1,LATIN SMALL LETTER ENG and LATIN SMALL LETTER H and MODIFIER LETTER SMALL J,0,0,-,+,-,+|-,-,-|+,-,+,0,+,-,-,+,+,-,0,-,-,-,-,+|-,+|-,-,0,0,-,+|-,-|+,-,0,-,-,0,0,-
014B+0068+02B7,ŋhʷ,1,LATIN SMALL LETTER ENG and LATIN SMALL LETTER H and MODIFIER LETTER SMALL W,0,0,-,-,-,+|-,-,-|+,-,+,0,+|-,-,-,-,+,+,0,-,-,-,-,+|-,+|-,-,0,+,-,+|-,-|+,-,0,-,-,0,0,-
014B+0068+1DA3,ŋhᶣ,1,LATIN SMALL LETTER ENG and LATIN SMALL LETTER H and MODIFIER LETTER SMALL TURNED H,0,0,-,+,-,+|-,-,-|+,-,+,0,+,-,-,+,+,+,0,-,-,-,-,+|-,+|-,-,0,+,-,+|-,-|+,-,0,-,-,0,0,-
014B+006B,ŋk,40,LATIN SMALL LETTER ENG and LATIN SMALL LETTER K,0,0,-,-,-,+,-,-,-,-,0,+,-,-,-,+,-,0,-,-,-,-,+|-,+|-,-,0,0,-,+|-,-,-,0,-,-,0,0,-
014B+006B+0078,ŋkx,1,LATIN SMALL LETTER ENG and LATIN SMALL LETTER K and LATIN SMALL LETTER X,0,0,-,-,-,+,-,-,-,+,0,+,-,-,-,+,-,0,-,-,-,-,+|-,-,-,0,0,-,+|-,-,-,0,-,-,0,0,-
014B+006B+027E,ŋkɾ,1,LATIN SMALL LETTER ENG and LATIN SMALL LETTER K and LATIN SMALL LETTER R WITH FISHHOOK,0,+,-|+,-,-,+,-,-|+,-|+,-,-,+|-,-,-,-,+,-,0,-,-,-,-,+|-|-,+|-|+,-,0,0,-,+|-|+,-,-,-,-,-|+,0,0,-
014B+006B+02B0,ŋkʰ,3,LATIN SMALL LETTER ENG and LATIN SMALL LETTER K and MODIFIER LETTER SMALL H,0,0,-,-,-,+,-,-,-,-,0,+,-,-,-,+,-,0,-,-,-,-,+|-,+|-,-,0,0,-,+|-,+,-,0,-,-,0,0,-
014B+006B+02B2,ŋkʲ,2,LATIN SMALL LETTER ENG and LATIN SMALL LETTER K and MODIFIER LETTER SMALL J,0,0,-,+,-,+,-,-,-,-,0,+,-,-,+,+,-,0,-,-,-,-,+|-,+|-,-,0,0,-,+|-,-,-,0,-,-,0,0,-
014B+006B+02B7,ŋkʷ,8,LATIN SMALL LETTER ENG and LATIN SMALL LETTER K and MODIFIER LETTER SMALL W,0,0,-,-,-,+,-,-,-,-,0,+,-,-,-,+,+,0,-,-,-,-,+|-,+|-,-,0,+,-,+|-,-,-,0,-,-,0,0,-
014B+006B+02BC,ŋkʼ,1,LATIN SMALL LETTER ENG and LATIN SMALL LETTER K and MODIFIER LETTER APOSTROPHE,0,0,-,-,-,+,+,-,-,-,0,+,-,-,-,+,-,0,-,-,-,-,+|-,+|-,+,0,0,-,+|-,-,-,0,-,-,0,0,-
014B+006D,ŋm,92,LATIN SMALL LETTER ENG and LATIN SMALL LETTER M,0,0,-,-,-,+,-,-,-,0,0,+|-,-,-,-,+,-|+,-,-,-,-,-,+,+,-,0,-,-,+,-,-,0,-,-,0,0,-
014B+006D+006B+0070,ŋmkp,5,LATIN SMALL LETTER ENG and LATIN SMALL LETTER M and LATIN SMALL LETTER K and LATIN SMALL LETTER P,0,0,-,-,-,+,-,-,-,-,0,+,-,-,-,+,+,-,-,-,-,-,+|-,-,-,0,-,-,+|-,-,-,0,-,-,0,0,-
014B+006D+006B+0070+027E,ŋmkpɾ,1,LATIN SMALL LETTER ENG and LATIN SMALL LETTER M and LATIN SMALL LETTER K and LATIN SMALL LETTER P and LATIN SMALL LETTER R WITH FISHHOOK,0,+,-|+,-,-,+,-,-|+,-|+,-,-,-|+,-,-,-,+,+|-,-,-,-,-,-,+|-,-|+,-,0,-,-,+|-|+,-,-,-,-,-|+,0,0,-
014B+006D+0261+0062,ŋmɡb,95,LATIN SMALL LETTER ENG and LATIN SMALL LETTER M and LATIN SMALL LETTER SCRIPT G and LATIN SMALL LETTER B,0,0,-,-,-,+,-,-,-,-,0,+,-,-,-,+,+,-,-,-,-,-,+|-,+,-,0,-,-,+|-,-,-,0,-,-,0,0,-
014B+006D+02B2,ŋmʲ,1,LATIN SMALL LETTER ENG and LATIN SMALL LETTER M and MODIFIER LETTER SMALL J,0,0,-,+,-,+,-,-,-,0,0,+,-,-,+,+,-|+,-,-,-,-,-,+,+,-,0,-,-,+,-,-,0,-,-,0,0,-
014B+006D+02E4,ŋmˤ,1,LATIN SMALL LETTER ENG and LATIN SMALL LETTER M and MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,-,0,-,-,-,+,-,-,-,0,0,+|-,-,-,-,+,-|+,-,-,-,-,-,+,+,-,+,-,-,+,-,-,0,-,-,0,0,-
014B+01C0,ŋǀ,5,LATIN SMALL LETTER ENG and LATIN LETTER DENTAL CLICK,0,+,-,-,+,+,-,-,+,-,+,+,-,-,-,+,-,0,-,-,-,-,+,+,-,0,0,-,-,-,-,-,-,-,0,0,-
014B+01C0+02B1,ŋǀʱ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
014B+01C0+0353,ŋǀ͓,5,LATIN SMALL LETTER ENG and LATIN LETTER DENTAL CLICK and COMBINING X BELOW,0,+,-,-,+,+,-,-,+,+,+,+,-,-,-,+,-,0,-,-,-,-,+,+,-,0,0,-,-,-,-,-,-,-,0,0,-
014B+01C1,ŋǁ,5,LATIN SMALL LETTER ENG and LATIN LETTER LATERAL CLICK,0,+,-,-,+,+,-,-,+,-,-,+,-,-,-,+,-,0,-,-,-,-,+,+,-,0,0,-,-,-,-,-,-,-,0,0,-
014B+01C1+02BC,ŋǁʼ,1,LATIN SMALL LETTER ENG and LATIN LETTER LATERAL CLICK and MODIFIER LETTER APOSTROPHE,0,+,-,-,+,+,+,-,+,-,-,+,-,-,-,+,-,0,-,-,-,-,+,+,+,0,0,-,-,-,-,-,-,-,0,0,-
014B+01C1+0353,ŋǁ͓,3,LATIN SMALL LETTER ENG and LATIN LETTER LATERAL CLICK and COMBINING X BELOW,0,+,-,-,+,+,-,-,+,+,-,+,-,-,-,+,-,0,-,-,-,-,+,+,-,0,0,-,-,-,-,-,-,-,0,0,-
014B+01C2,ŋǂ,2,LATIN SMALL LETTER ENG and LATIN LETTER ALVEOLAR CLICK,0,-,-,-,+,+,-,-,+,-,+,+,-,-,-,+,-,0,-,-,-,-,+,+,-,0,0,-,-,-,-,-,-,-,0,0,-
