InventoryID,LanguageCode,LanguageName,Glottocode,GlottologName,LanguageFamilyRoot,LanguageFamilyGenus,SpecificDialect,Area,Country,Latitude,Longitude,Population,Phonemes,Consonants,Vowels,Tones,Trump,Source,_phonemelist,Notes
1851,ayr,"Aymara (Central dialect)",cent2142,"Central Aymara","ayma","Aymaran","Central dialect","America","Bolivia",-17.0,-68.5,1790000,32,26,6,0,2,SAPHON,a|aː|i|iː|j|k|kʰ|kʼ|l|m|n|p|pʰ|pʼ|q|qʰ|qʼ|s|t|tʰ|tʼ|t̠ʃ|t̠ʃʰ|t̠ʃʼ|u|uː|w|x|ɲ|ɾ|ʎ|χ,
1852,jqr,"Jaqaru",jaqa1244,"Jaqaru","ayma","Aymaran","","America","Peru",-12.8823,-75.8958,740,42,36,6,0,1,SAPHON,a|aː|c|cʰ|cʼ|i|iː|j|k|kʰ|kʼ|l|m|n|p|pʰ|pʼ|q|qʰ|qʼ|s|t|ts|tsʰ|tsʼ|tʰ|tʰʲ|tʲ|tʲʼ|tʼ|u|uː|w|x|ç|ŋ|ɲ|ɾ|ʈ|ʈʰ|ʈʼ|ʎ,
1853,kwi,"Awa-Cuaiquer",awac1239,"Awa-Cuaiquer","barb","Barbacoan","","America","Colombia",1.21652,-78.3401,20000,26,16,10,0,2,SAPHON,a|ã|e|ẽ|h|i|ĩ|j|k|l|m|n|p|s|t|ts|t̠ʃ|u|ũ|w|z|ɨ|ɨ̃|ɾ|ʃ|ʒ,
1854,cbi,"Cha'palaa",chac1249,"Chachi","barb","Barbacoan","","America","Ecuador",0.71489,-79.0508,9500,27,23,4,0,1,SAPHON,a|b|d|dʲ|e|i|j|k|l|m|n|p|s|t|ts|tʲ|t̠ʃ|u|ŋ|ɡ|ɲ|ɾ|ʃ|ʎ|ʔ|β|χ,
1855,gum,"Guambiano",guam1248,"Guambiano","barb","Barbacoan","","America","Colombia",2.55849,-76.582,23500,25,20,5,0,1,SAPHON,a|e|i|j|k|kʷ|l|m|n|o|p|s|t|ts|t̠ʃ|w|ɨ|ɲ|ɾ|ʂ|ʃ|ʈʂ|ʎ|ʒ|ʔ,
1856,cof,"Tsáfiki",colo1256,"Colorado","barb","Barbacoan","","America","Ecuador",-0.21181,-79.2347,2300,26,16,10,0,1,SAPHON,a|ã|b|d|e|ẽ|h|i|ĩ|j|k|l|m|n|o|õ|p|s|t|ts|u|ũ|w|ɾ|ʔ|β,
1857,boa,"Bora",bora1263,"Bora","wita","Boran","","America","Peru",-2.91467,-68.9093,2330,41,29,12,0,1,SAPHON,a|aː|e|eː|h|hʲ|i|iː|j|k|kʰ|kʰʲ|kʲ|kʷ|m|mʲ|n|o|oː|p|pʰ|pʰʲ|pʲ|t|ts|tsʰ|tʰ|tʰʲ|tʲ|t̠ʃ|t̠ʃʰ|ɨ|ɨː|ɯ|ɯː|ɲ|ɾ|ʔ|ʔʲ|β|βʲ,
1858,boa,"Miraña",bora1263,"Bora","wita","Boran","Miraña","America","Peru",-2.91467,-68.9093,2330,31,17,14,0,2,SAPHON,a|aʲ|aː|aːʲ|b|d|dz|d̠ʒ|h|i|iː|k|m|n|o|oː|p|t|ts|t̠ʃ|ɛ|ɛː|ɡ|ɡʷ|ɨ|ɨː|ɯ|ɯː|ɾ|ʔ|β,
1859,bmr,"Muinane",muin1242,"Muinane","wita","Boran","","America","Colombia",-0.8652,-72.4249,150,28,22,6,0,1,SAPHON,a|b|d|dʲ|d̠ʒ|e|i|j|k|m|n|o|p|r|s|t|tʲ|t̠ʃ|u|x|ɡ|ɨ|ɲ|ɸ|ɾʲ|ʃ|ʔ|β,
1860,jeb,"Shiwilu",jebe1250,"Jebero","cahu","Cahuapanan","","America","Peru",-5.40317,-76.4103,2500,21,17,4,0,1,SAPHON,a|i|j|k|l|m|n|p|s|t|t̠ʃ|u|w|ð̞|ə|ɲ|ɾ|ʃ|ʎ|ʔ|ʔɾ,
1861,cbt,"Shawi",chay1248,"Chayahuita","cahu","Cahuapanan","","America","Peru",-5.63764,-76.8252,11400,18,14,4,0,1,SAPHON,a|h|i|j|k|m|n|p|s|t|t̠ʃ|u|w|ɨ|ɾ|ʃ|ʔ|β,
1862,ako,"Akurio",akur1238,"Akurio","cari","Cariban","","America","Suriname",3.19607,-55.6294,10,24,10,14,0,1,SAPHON,a|aː|e|eː|i|iː|j|k|m|n|o|oː|p|t|t̠ʃ|u|uː|w|ə|əː|ɨ|ɨː|ɾ|ʔ,
1863,apy,"Apalaí",apal1257,"Apalai","cari","Cariban","","America","Brazil",1.49792,-54.7457,450,24,12,12,0,1,SAPHON,a|ã|e|ẽ|i|ĩ|j|k|m|n|o|õ|p|s|t|u|ũ|w|z|ɨ|ɨ̃|ɾ|ʃ|ʔ,
1864,aap,"Arára, Pará",para1310,"Para Arara","cari","Cariban","","America","Brazil",-3.71263,-53.0657,200,17,11,6,0,1,SAPHON,a|e|i|j|k|l|m|n|o|p|t|t̠ʃ|u|w|ŋ|ɨ|ɾ,
1865,bkq,"Bakairí (Eastern dialect)",baka1277,"Bakairi","cari","Cariban","Eastern dialect","America","Brazil",-14.2628,-54.7034,950,30,16,14,0,2,SAPHON,a|ã|b|d|e|ẽ|h|i|ĩ|j|k|l|m|n|o|õ|p|s|t|u|ũ|w|z|ə|ə̃|ɡ|ɨ|ɨ̃|ɾ|ʃ,
1866,bkq,"Bakairí (Western dialect)",baka1277,"Bakairi","cari","Cariban","Western dialect","America","Brazil",-14.2628,-54.7034,950,28,16,12,0,1,SAPHON,a|ã|b|d|e|ẽ|h|i|ĩ|j|k|l|m|n|o|õ|p|s|t|u|ũ|w|ə|ə̃|ɡ|ɾ|ʃ|ʔ,
1867,car,"Carib (French Guiana dialect)",gali1262,"Galibi Carib","cari","Cariban","French Guiana dialect","America","Venezuela",5.83772,-56.8323,4450,17,11,6,0,1,SAPHON,a|e|h|i|j|k|m|n|o|p|s|t|u|w|ɨ|ɭ|ʔ,
1868,car,"Carib (Venezuela dialect)",gali1262,"Galibi Carib","cari","Cariban","Venezuela dialect","America","Venezuela",5.83772,-56.8323,4450,15,9,6,0,2,SAPHON,a|e|i|j|k|m|n|o|p|s|t|u|w|ɨ|ɾ,
1869,car,"Carib (Suriname dialect)",gali1262,"Galibi Carib","cari","Cariban","Suriname dialect","America","Venezuela",5.83772,-56.8323,4450,15,9,6,0,3,SAPHON,a|e|i|j|k|m|n|o|p|s|t|u|w|ɨ|ɾ,
1870,cbd,"Carijona",cari1279,"Carijona","cari","Cariban","","America","Colombia",1.21894,-72.0664,310,21,14,7,0,1,SAPHON,a|b|d|d̠ʒ|e|h|i|k|m|n|o|s|t|t̠ʃ|u|w|ə|ɡ|ɨ|ɲ|ɾ,
1871,hix,"Hixkaryána",hixk1239,"Hixkaryana","cari","Cariban","","America","Brazil",-0.16265,-58.8015,600,23,18,5,0,1,SAPHON,a|b|d|dʲ|e|h|j|k|m|n|o|p|s|t|t̠ʃ|u|w|ɨ|ɲ|ɸ|ɺ|ɾ|ʃ,
1872,txi,"Ikpeng",ikpe1245,"Ikpeng","cari","Cariban","","America","Brazil",-11.3782,-53.4955,320,18,12,6,0,1,SAPHON,a|e|i|j|k|l|m|n|o|p|t|t̠ʃ|u|w|ŋ|ɡ|ɨ|ɾ,
1873,ake,"Ingarikó",akaw1239,"Akawaio","cari","Cariban","","America","Guyana",6.16277,-60.862,4500,21,10,11,0,1,SAPHON,a|aː|e|eː|i|iː|j|k|m|n|o|oː|p|s|t|u|w|ɤ|ɯ|ɾ|ʔ,
1874,jru,"Japreria",japr1238,"Japreria","cari","Cariban","","America","Venezuela",10.5523,-72.7101,95,20,14,6,0,1,SAPHON,a|e|h|i|j|k|m|n|o|p|s|t|t̠ʃ|u|ɨ|ɾ|ʀ|ʃ|ʋ|ʔ,
1875,kbb,"Kaxuiâna",kaxu1237,"Kaxuiana","cari","Cariban","","America","Brazil",2.17138,-55.9101,,18,12,6,0,1,SAPHON,a|e|h|i|j|k|m|n|o|p|s|t|t̠ʃ|u|w|ɨ|ɾ|ʔ,Population: Extinct
1876,kui,"Kuikúro-Kalapálo",kuik1246,"Kuikuro-Kalapalo","cari","Cariban","","America","Brazil",-12.3035,-53.2261,870,26,14,12,0,1,SAPHON,a|ã|dʲ|e|ẽ|h|i|ĩ|k|l|m|n|o|õ|p|s|t|ts|u|ũ|w|ŋ|ɣ|ɨ|ɨ̃|ɲ,
1877,mbc,"Macushi",macu1259,"Macushi","cari","Cariban","","America","Brazil",4.31861,-60.2209,19000,22,10,12,0,1,SAPHON,a|aː|e|eː|i|iː|j|k|m|n|o|oː|p|s|t|u|uː|w|ɨ|ɨː|ɾ|ʔ,
1878,mcg,"Mapoyo",mapo1246,"Mapoyo","cari","Cariban","","America","Venezuela",5.96952,-67.2581,12,19,12,7,0,1,SAPHON,a|e|h|i|j|k|m|n|o|p|s|t|u|w|ə|ɨ|ɲ|ɾ|ʔ,
1879,mch,"Yekwana",maqu1238,"Maquiritari","cari","Cariban","","America","Venezuela",4.70705,-64.3877,5520,26,12,14,0,1,SAPHON,a|aː|e|eː|h|i|iː|j|k|m|n|o|oː|s|t|t̠ʃ|u|uː|w|ə|əː|ɨ|ɨː|ɲ|ɾ|ʔ,
1880,pbh,"Panare",enap1235,"E'napa Woromaipu","cari","Cariban","","America","Venezuela",6.95035,-65.8483,3540,20,13,7,0,1,SAPHON,a|e|i|j|k|m|n|o|p|s|t|tʲ|t̠ʃ|u|w|ə|ɨ|ɲ|ɾ|ʔ,
1881,aoc,"Pemon (Tarepang dialect)",pemo1248,"Pemon","cari","Cariban","Tarepang dialect","America","Venezuela",4.97031,-61.4033,5000,21,10,11,0,1,SAPHON,a|aː|e|eː|i|iː|j|k|m|n|o|oː|p|s|t|u|uː|w|ə|ɾ|ʔ,
1882,aoc,"Pemon (Arekuna dialect)",pemo1248,"Pemon","cari","Cariban","Arekuna dialect","America","Venezuela",4.97031,-61.4033,5000,17,10,7,0,2,SAPHON,a|e|i|j|k|m|n|o|p|s|t|u|w|ɤ|ɯ|ɾ|ʔ,
1883,pev,"Pémono",pemo1245,"Pemono","cari","Cariban","","America","Venezuela",5.248,-66.082,1,19,12,7,0,1,SAPHON,a|e|h|i|j|k|m|n|o|p|s|t|u|w|ə|ɨ|ɲ|ɾ|ʔ,
1884,tri,"Trió",trio1238,"Trio","cari","Cariban","","America","Suriname",2.53616,-55.7599,1400,24,10,14,0,1,SAPHON,a|aː|e|eː|h|i|iː|j|k|m|n|o|oː|p|s|t|u|uː|w|ə|əː|ɨ|ɨː|ɾ,
1885,atr,"Waimiri-Atroarí",waim1253,"Waimiri-Atroari","cari","Cariban","","America","Brazil",-0.61832,-60.4259,930,27,16,11,0,1,SAPHON,a|aː|b|d|d̠ʒ|e|eː|h|i|j|m|n|o|oː|p|s|t|t̠ʃ|u|w|ɛ|ɨ|ɨː|ɲ|ɾ|ʃ|ʔ,
1886,waw,"Waiwai",waiw1244,"Waiwai","cari","Cariban","","America","Brazil",1.50881,-59.1417,2910,20,14,6,0,1,SAPHON,a|e|h|i|j|k|m|n|o|s|t|t̠ʃ|u|w|ɨ|ɲ|ɸ|ɺ|ɾ|ʃ,
1887,way,"Wayana",waya1269,"Wayana","cari","Cariban","","America","Suriname",2.77537,-54.4429,400,16,9,7,0,1,SAPHON,a|e|h|i|j|k|m|n|p|t|w|ə|ɤ|ɨ|ɯ|ɽ,
1888,yar,"Yabarana",yaba1248,"Yabarana","cari","Cariban","","America","Venezuela",5.32692,-66.276,35,18,11,7,0,1,SAPHON,a|e|h|i|j|k|m|n|o|p|s|t|u|w|ə|ɨ|ɲ|ɾ,
1889,orw,"Oro Win",orow1243,"Oro Win","chaw","Chapacura-Wanham","","America","Brazil",-10.737,-64.0299,5,18,12,6,0,1,SAPHON,a|e|i|j|k|m|n|o|p|s|t|t̪ʙ|w|ø|ɾ|ʏ|ʔ|β,
1890,pav,"Wari'",wari1268,"Wari","chaw","Chapacura-Wanham","","America","Brazil",-10.6995,-64.5615,1930,21,15,6,0,1,SAPHON,a|e|h|hʷ|i|j|k|kʷ|m|m̰|n|n̰|o|p|t|t̠ʃ|w|y|ø|ɾ|ʔ,
1891,arh,"Ika",arhu1242,"Arhuaco","chib","Aruak","","America","Colombia",10.7018,-73.6363,14800,21,15,6,0,2,SAPHON,*N|a|b|d|d̠ʒ|e|i|k|m|n|o|p|s|t|t̠ʃ|u|z|ə|ɡ|ɾ|ʔ,
1892,mot,"Barí",bari1297,"Bari (Chibchan)","chib","Motilon","","America","Colombia",9.08497,-72.9353,3620,22,10,12,0,1,SAPHON,a|ã|b|d|e|ẽ|h|i|ĩ|k|m|n|o|õ|r|s|t|u|ũ|ɨ|ɨ̃|ɲ,
1893,chb,"Muisca",chib1270,"Chibcha","chib","Chibchan Proper","","America","Colombia",6.24999,-74.1666,,22,16,6,0,1,SAPHON,a|e|h|i|j|k|kp|m|n|o|p|s|t|ts|tʲ|u|w|ɣ|ɨ|ɾ|ʃ|β,Population: Extinct
1894,cbg,"Chimila",chim1309,"Chimila","chib","Chimila","","America","Colombia",10.1902,-74.2559,2000,36,16,20,0,1,SAPHON,a|aː|ã|ãː|e|eː|ẽ|ẽː|h|i|iː|ĩ|ĩː|j|k|l|m|mb|n|nd|o|oː|õ|õː|p|s|t|u|uː|ũ|ũː|w|ŋ|ŋɡ|ɾ|ʔ,
1895,con,"Cofán",cofa1242,"Cofan","chib","Cofán","","America","Ecuador",0.276675,-77.0643,800,37,27,10,0,1,SAPHON,a|ã|b|d|dz|d̠ʒ|f|i|ĩ|j|k|kʰ|m|n|o|õ|p|pʰ|s|t|ts|tsʰ|tʰ|t̠ʃ|t̠ʃʰ|w|x|ɛ|ɛ̃|ɡ|ɨ|ɨ̃|ɲ|ɾ|ʃ|ʋ|ʔ,
1896,kog,"Kogi",cogu1240,"Cogui","chib","Aruak","","America","Colombia",10.9485,-73.8043,11000,36,24,12,0,1,SAPHON,a|ã|b|bː|d|dː|e|ẽ|h|i|ĩ|j|k|kː|l|m|n|o|p|s|t|tː|u|ũ|w|x|z|ŋ|ə|ɡ|ɡː|ɨ|ɨ̃|ʃ|ʒ|ʔ,
1897,kvn,"Border Kuna",bord1248,"Border Kuna","chib","Kuna","","America","Colombia",7.92993,-77.1664,500,24,19,5,0,1,SAPHON,a|e|i|j|k|kʷ|kː|kːʷ|l|lː|m|mː|n|nː|o|p|pː|s|t|tː|t̠ʃ|u|w|ɾ,
1898,mbp,"Damana",mala1522,"Malayo","chib","Aruak","","America","Colombia",10.9286,-73.4056,1920,27,20,7,0,1,SAPHON,a|b|d|d̠ʒ|e|h|i|j|k|l|m|n|o|p|r|s|t|t̠ʃ|u|ũ|w|z|ɡ|ɨ|ɾ|ʃ|ʒ,
1899,tuf,"Tunebo (Central dialect)",cent2150,"Central Tunebo","chib","Chibchan Proper","Central dialect","America","Colombia",6.8867,-72.097,2500,19,14,5,0,1,SAPHON,a|b|e|h|i|j|k|kʷ|m|n|o|s|t|u|w|w̃|ɾ|ʃ|ʔ,
1900,noa,"Woun Meu",woun1238,"Woun Meu","choc","Choco","","America","Panama",6.10019,-77.4453,3000,33,19,14,0,1,SAPHON,a|ã|b|d|e|ẽ|h|i|ĩ|j|k|kʰ|m|n|o|õ|p|pʰ|r|s|t|tʰ|u|ũ|w|ç|ɡ|ɤ|ɤ̃|ɯ|ɯ̃|ɾ|ʔ,
1901,bdc,"Emberá-Baudó",embe1259,"Embera-Baudo","choc","Choco","","America","Colombia",5.23658,-77.1533,5000,33,21,12,0,1,SAPHON,a|ã|b|d|e|ẽ|h|i|ĩ|j|k|kʰ|l|m|n|o|õ|p|pʰ|r|s|t|tʰ|t̠ʃ|u|ũ|w|ɓ|ɗ|ɨ|ɨ̃|ɾ|β,
1902,cto,"Emberá-Catío",embe1260,"Embera-Catio","choc","Choco","","America","Colombia",7.52721,-76.7476,15000,31,19,12,0,1,SAPHON,a|ã|b|d|d̠ʒ|e|ẽ|h|i|ĩ|kʰ|kʼ|m|n|o|õ|pʰ|pʼ|r|sʰ|sʼ|tʰ|tʼ|t̠ʃʰ|t̠ʃʼ|u|ũ|w|ɯ|ɯ̃|ɾ,
1903,cmi,"Emberá-Chamí",embe1262,"Embera-Chami","choc","Choco","","America","Colombia",4.8791,-76.0749,5510,28,16,12,0,1,SAPHON,a|ã|b|d|e|ẽ|i|ĩ|j|k|m|n|o|õ|p|r|s|t|t̠ʃ|u|ũ|w|x|ɓ|ɗ|ɯ|ɯ̃|ɾ,
1904,emp,"Northern Emberá",nort2972,"Northern Embera","choc","Choco","","America","Panama",7.12761,-77.574,10500,32,20,12,0,1,SAPHON,a|ã|b|d|e|ẽ|h|i|ĩ|j|k|kʰ|m|n|o|õ|p|r|s|t|ts|t̠ʃ|u|ũ|w|ɓ|ɗ|ɠ|ɡ|ɯ|ɯ̃|ɾ,
1905,sja,"Epena",epen1239,"Epena","choc","Choco","","America","Colombia",4.25877,-77.3566,3500,38,17,21,0,1,SAPHON,a|aː|ã|b|d|e|eː|ẽ|h|i|iː|ĩ|j|k|kʰ|o|oː|õ|p|pʰ|r|s|t|tʰ|t̠ʃ|u|uː|ũ|w|ə|əː|ə̃|ɡ|ɨ|ɨː|ɨ̃|ɾ|ʔ,
1906,gny,"Günün Yajich",,"","chon","Puelche","","America","Argentina",,,,36,29,7,0,1,SAPHON,a|b|e|h|i|j|kʰ|kʼ|l|l̥|m|o|p|pʼ|q|r|s|t|ts|tsʼ|tʼ|t̠ʃ|t̠ʃʼ|u|w|x|ə|ɡ|ɨ|ʂ|ʃ|ʈʂ|ʈʂʼ|ʎ|ʔ|ʱd,Population: Extinct
1907,ona,"Chon",onaa1245,"Ona","chon","Chon Proper","","America","Argentina",-54.0,-68.5,2,29,21,8,0,1,SAPHON,a|aː|e|eː|h|i|j|k|kʼ|l|m|n|o|oː|p|pʼ|q|qʼ|s|t|tʼ|t̠ʃ|u|w|x|ɾ|ʂ|ʃ|ʔ,
1908,teh,"Tehuelche",tehu1242,"Tehuelche","chon","Chon Proper","","America","Argentina",-47.5796,-68.3235,4,31,25,6,0,1,SAPHON,a|aː|b|d|e|eː|j|k|kʼ|l|m|n|o|oː|p|pʼ|q|qʼ|s|t|tʼ|t̠ʃ|t̠ʃʼ|w|x|ɡ|ɢ|ɾ|ʃ|ʔ|χ,
1909,cod,"Kokama-Kokamilla",coca1259,"Cocama-Cocamilla","tupi","Tupi-Guaraní","","America","Peru",-4.5,-74.0,2000,16,11,5,0,1,SAPHON,a|e|i|j|k|m|n|p|t|ts|t̠ʃ|u|w|x|ɨ|ɾ,
1910,cui,"Cuiba",cuib1242,"Cuiba","guah","Guahiban","","America","Colombia",6.19829,-69.8197,2450,25,17,8,0,1,SAPHON,a|b|d|e|h|i|j|k|kʰ|m|n|o|p|pʰ|s|t|ts|tʰ|t̠ʃ|u|w|æ|ɨ|ɲ|ʌ,
1911,guh,"Guahibo",guah1255,"Guahibo","guah","Guahiban","","America","Colombia",5.81736,-68.9839,23000,35,17,18,0,1,SAPHON,a|aː|ã|b|d|e|eː|ẽ|h|i|iː|ĩ|j|k|l|m|n|o|oː|õ|p|s|t|ts|tʰ|u|uː|ũ|w|x|ɨ|ɨː|ɨ̃|ɸ|ɾ,
1912,guo,"Guayabero",guay1257,"Guayabero","guah","Guahiban","","America","Colombia",2.8969,-71.844,2000,22,16,6,0,1,SAPHON,a|b|d|e|h|i|j|k|l|m|n|o|p|s|t|t̠ʃ|u|w|x|ɨ|ɸ|ɾ,
1913,mbn,"Macaguán",maca1259,"Macaguan","guah","Guahiban","","America","Colombia",6.34582,-71.2671,1010,22,16,6,0,1,SAPHON,a|b|e|h|i|j|k|kʰ|m|n|o|p|pʰ|s|t|ts|tʰ|u|w|ɭ|ɯ|ɾ,
1914,axb,"Abipon",abip1241,"Abipon","mgua","Guaicuruan","","America","Argentina",-29.0,-61.0,,23,13,10,0,1,SAPHON,a|aː|c|e|eː|h|i|iː|k|l|m|n|o|oː|p|q|t|ə|əː|ɣ|ɲ|ɾ|ʁ,Population: Extinct
1915,kbc,"Kadiwéu",kadi1248,"Kadiweu","mgua","Guaicuruan","","America","Brazil",-19.7222,-57.582,1590,31,23,8,0,1,SAPHON,a|aː|b|bː|d|dː|d̠ʒ|e|eː|i|iː|j|jː|k|l|lː|m|mː|n|nː|o|oː|p|q|t|t̠ʃ|w|wː|ɡ|ɡː|ɢ,
1916,moc,"Mocoví",moco1246,"Mocovi","mgua","Guaicuruan","","America","Argentina",-28.097,-60.4145,4530,29,21,8,0,1,SAPHON,a|aː|d|d̠ʒ|e|eː|h|i|iː|j|k|l|m|n|o|oː|p|q|s|t|t̠ʃ|w|ɣ|ɲ|ɾ|ʁ|ʃ|ʎ|ʔ,
1917,plg,"Pilagá",pila1245,"Pilaga","mgua","Guaicuruan","","America","Argentina",-25.0058,-60.1537,4000,22,18,4,0,2,SAPHON,a|d|e|h|i|j|k|l|m|n|o|p|q|s|t|t̠ʃ|w|ɡ|ɲ|ʎ|ʔ|ʕ,
1918,tob,"Toba (Lañagashik dialect)",toba1269,"Toba","mgua","Guaicuruan","Lañagashik dialect","America","Argentina",-24.4025,-60.4473,19800,26,18,8,0,2,SAPHON,a|aː|d̠ʒ|e|eː|h|i|iː|j|k|l|m|n|o|oː|p|s|t|t̠ʃ|w|ɡ|ɲ|ɾ|ʃ|ʎ|ʔ,
1919,tob,"Toba (Takshek dialect)",toba1269,"Toba","mgua","Guaicuruan","Takshek dialect","America","Argentina",-24.4025,-60.4473,19800,28,20,8,0,3,SAPHON,a|aː|e|eː|h|i|iː|j|k|l|m|n|o|oː|p|q|s|t|t̠ʃ|w|ɡ|ɲ|ɾ|ʁ|ʃ|ʎ|ʒ|ʔ,
1920,amr,"Amarakaeri",amar1274,"Amarakaeri","hara","Harakmbet","","America","Peru",-12.4931,-70.5533,500,33,15,18,0,1,SAPHON,a|aː|ã|ãː|e|eː|ẽ|ẽː|i|iː|ĩ|ĩː|j|k|m|mb|n|nd|o|oː|õ|õː|p|s|t|w|x|ŋ|ŋɡ|ɨ|ɨː|ɾ|ʔ,
1921,cht,"Cholón",chol1284,"Cholon","hibi","Cholon","","America","Peru",-9.23129,-75.9621,,20,15,5,0,1,SAPHON,a|i|j|k|l|m|n|p|s|t|tx|t̠ʃ|u|w|ŋ|ɪ|ɲ|ʊ|ʎ|ʔ,Population: Extinct
1922,ano,"Andoke",ando1256,"Andoque","saso","Andoke","","America","Colombia",-0.53751,-72.0869,370,35,11,24,0,1,SAPHON,a|aː|ã|b|d|e|eː|ẽ|h|i|iː|ĩ|k|o|oː|õ|p|s|t|u|uː|ɑ|ɑː|ɒ|ɒː|ɒ̃|ɟ|ɤ|ɤː|ɤ̃|ɯ|ɯː|ɲ|ɸ|ɾ,
1923,ash,"Aʔɨwa",abis1238,"Abishira","saun","UNCLASSIFIED","","America","Peru",-0.69386,-75.2183,,27,17,10,0,1,SAPHON,a|ã|e|h|i|ĩ|j|k|kʲ|kʷ|l|m|n|o|õ|p|s|t|ts|t̠ʃ|u|ũ|w|ɨ|ɾ|ʃ|ʔ,Population: Extinct
1924,kbh,"Camsá",cams1241,"Camsa","saso","Camsá","","America","Colombia",1.14537,-76.8931,4770,27,21,6,0,1,SAPHON,a|b|d|e|i|j|k|l|m|n|o|p|s|t|ts|t̠ʃ|u|w|x|ɡ|ɨ|ɲ|ɾ|ʂ|ʃ|ʈʂ|ʎ,
1925,cbu,"Candoshi-Shapra",cand1248,"Candoshi-Shapra","saso","Candoshi","","America","Peru",-4.23835,-76.9347,3000,27,21,6,0,1,SAPHON,a|aː|h|i|iː|j|k|m|mp|n|nt|nts|n̠t̠ʃ|o|oː|p|s|t|ts|t̠ʃ|w|ŋk|ɳʈʂ|ɾ|ʂ|ʃ|ʈʂ,
1926,cyb,"Cayubaba",cayu1262,"Cayubaba","saso","Cayuvava","","America","Bolivia",-13.2482,-65.4822,,33,17,16,0,1,SAPHON,a|ã|b|c|d|e|ẽ|i|ĩ|k|m|n|o|õ|p|s|t|u|ũ|w|x|æ|æ̃|ɔ|ɔ̃|ɟ|ɨ|ɨ̃|ɲ|ɾ|ʃ|ʒ|β,Population: No known speakers
1927,irn,"Mỹky",iran1263,"Irantxe","arwk","Arawakan","","America","Brazil",-12.7178,-57.9806,190,43,21,22,0,1,SAPHON,a|aʲ|aː|ã|ãʲ|b|bʷ|d|e|eː|ẽ|h|hʷ|i|iː|ĩ|j|k|kʲ|l|m|mʷ|n|o|oʲ|oː|õ|õʲ|p|pʷ|s|t|tʷ|u|uː|ũ|w|ɨ|ɨː|ɨ̃|ɾ|ʃ|ʔ,
1928,ito,"Itonama",iton1250,"Itonama","saso","Itonama","","America","Bolivia",-12.8043,-64.3575,10,25,19,6,0,1,SAPHON,a|b|d|e|h|i|j|k|kʼ|l|m|n|o|p|s|t|tʲ|tʼ|t̠ʃ|t̠ʃʼ|u|w|ɨ|ɾ|ʔ,
1929,lec,"Leco",leco1242,"Leco","saso","Leko","","America","Bolivia",-15.0092,-67.8818,20,30,24,6,0,1,SAPHON,a|b|d|e|h|i|j|k|kʰ|kʼ|l|m|n|o|p|pʰ|pʼ|s|t|ts|tʰ|tʼ|t̠ʃ|t̠ʃʼ|u|w|z|ŋ|ɨ|ɾ,
1930,lul,"Lule",olub1238,"Olu'bo","nsah","Central Cushitic","","Africa","Sudan",4.6242,31.9103,15000,21,16,5,0,2,SAPHON,a|e|i|j|k|kʼ|l|m|n|o|p|pʼ|s|t|ts|tʼ|u|w|x|ɬ|ʔ,
1931,omc,"Mochica",moch1259,"Mochica","saso","Chimúan","","America","Peru",-8.01667,-79.0,,32,20,12,0,1,SAPHON,a|aː|e|eː|i|iː|j|k|l|lʲ|m|n|o|oː|p|s|t|ts|t̠ʃ|u|uː|x|ŋ|ɲ|ɵ|ɵː|ɸ|ɾ|ɾʲ|ʂ|ʃ|ʈʂ,Population: Extinct
1932,mzp,"Movima",movi1243,"Movima","saso","Movima","","America","Bolivia",-13.8115,-65.6348,1450,29,19,10,0,1,SAPHON,a|aː|b|d|e|eː|h|i|iː|j|j̰|k|kʷ|l|m|n|o|oː|p|s|t|t̠ʃ|u|uː|w|ɬ|ɾ|ʔ|β,
1933,myr,"Muniche",muni1258,"Muniche","saso","Muniche","","America","Peru",-5.80546,-76.2811,3,27,22,5,0,1,SAPHON,a|c|d|e|h|i|j|k|l|m|n|p|s|t|ts|t̠ʃ|u|w|ç|ɡ|ɨ|ɲ|ɾ|ʂ|ʃ|ʈʂ|ʔ,
1934,pbb,"Páez",paez1247,"Paez","saso","Páezan","","America","Colombia",2.61516,-76.3125,77400,49,33,16,0,1,SAPHON,a|aʱ|ã|a̰|e|eʱ|ẽ|ḛ|i|iʱ|ĩ|ḭ|j|k|kʰ|kʲ|l|lʲ|m|mb|mbʲ|n|nd|ndz|ndzʲ|ndʲ|p|pʰ|pʲ|s|sʲ|t|ts|tsʰ|tsʰʲ|tsʲ|tʰ|tʰʲ|u|uʱ|ũ|ṵ|w|x|xʲ|ŋɡ|ɲ|ɸʲ|βʲ,
1935,pui,"Puinave",puin1248,"Puinave","saso","Puinave","","America","Colombia",3.92974,-67.6886,2000,19,8,11,0,1,SAPHON,a|ã|e|h|i|ĩ|k|m|n|o|õ|p|s|t|u|ɤ|ɤ̃|ɯ|ʔ,
1936,trr,"Taushiro",taus1253,"Taushiro","saso","Taushiro","","America","Peru",-3.22497,-75.5603,1,17,12,5,0,1,SAPHON,a|h|i|j|k|kʷ|n|o|t|t̠ʃ|u|w|x|ɨ|ɲ|ɾ|ʔ,
