InventoryID,LanguageCode,LanguageName,Glottocode,GlottologName,LanguageFamilyRoot,LanguageFamilyGenus,SpecificDialect,Area,Country,Latitude,Longitude,Population,Phonemes,Consonants,Vowels,Tones,Trump,Source,_phonemelist,Notes
399,ket,"KET",kett1243,"Ket","yeos","Yeniseian","","Europe","Russian Federation",63.7551,87.5466,190,25,18,7,0,2,UPSID,a|b|d̪|d|d̪ʲ|dʲ|h|i|k|l̪ʲ|lʲ|l̪ˠ|lˠ|m|n̪|n|q|s̪|s|s̪ʲ|sʲ|t̪|t|t̪ʲ|tʲ|u|æ|ŋ|ɔ|ɨ|ɲ|ɵ̞|ʔ|ʝ,
400,kfe,"KOTA",kota1263,"Kota (India)","drav","Southern Dravidian","","Asia","India",11.4978,76.9387,900,28,23,5,0,3,UPSID,a|b|d|d̠ʒ|d̪|e̞|i|j|kʰ|l|m|n|o̞|pʰ|r|tʰ|t̠ʃʰ|t̪ʰ|u|v|ŋ|ɖ|ɡ|ɭ|ɳ|ɽ|ʂ|ʈʰ,
401,kff,"KOYA",koya1251,"Koya","drav","South-Central Dravidian","","Asia","India",17.6772,81.2096,300000,24,19,5,0,2,UPSID,b|d̠ʒ|d̪|e|h|i|j|k|l|m|n|p|s̪|t̠ʃ|t̪|u|ɐ|ɑ|ɖ|ɡ|ɳ|ɾ|ʈ|ʋ,
402,kgp,"KAINGANG",kain1272,"Kaingang","macg","Ge-Kaingang","","America","Brazil",-27.7671,-52.5394,25875,27,13,14,0,2,UPSID,*R|a|ã|e|h|i|ĩ|j|k|mb|nd|n̠d̠|o|õ|p|t|u|w|ŋɡ|ɔ|ɘ|ɘ̃|ɛ|ɛ̃|ɨ|ʃ|ʔ,
403,kha,"KHASI",khas1269,"Khasi","ausa","Khasian","","Asia","India",24.977,91.9998,865000,29,21,8,0,3,UPSID,a|b|d̠ʒ|d̪|d|h|i|ia|ie̞|j|k|kʰ|m|n̪|n|p|pʰ|r̪|r|s̪|s|t̪|t|t̪ʰ|tʰ|u|uo|w|ŋ|ɔ|ɛ|ɭ|ɲ|ʃ|ʔ,
404,khb,"LUE",luuu1242,"Lu","taik","Kam-Tai","","Asia","China",21.0321,101.282,280000,31,22,9,0,1,UPSID,a|b|d|e|f|h|i|j|k|kʰ|kʰʷ|kʷ|l|m|n|o|p|pʰ|s|t|tʰ|t̠ʃ|t̠ʃʰ|u|v|ŋ|ɔ|ɛ|ɤ|ɯ|ʔ,
405,khk,"KHALKHA",halh1238,"Halh Mongolian","altc","Mongolic","","Asia","Mongolia",48.324,106.289,2330000,33,21,12,0,2,UPSID,a|ae̞|b|d̠ʒ|d̪z̪|dz|d̪|d|e̠|i|j|kʰ|l̪|l|l̪̥|l̥|m|n̪|n|o̟|pʰ|r̪|r|s̪|s|t̠ʃʰ|t̪s̪ʰ|tsʰ|t̪ʰ|tʰ|u|ui|x|ɔ|ɔi|ɡ|ɪ|ɸ|ʃ|ʊ|ʊi|β,
406,khl,"KALIAI",lusi1240,"Lusi","anes","Oceanic","","Pacific","Papua New Guinea",-5.55033,149.148,2000,21,16,5,0,2,UPSID,a|e̞|h|i|k|l̪|l|m|mb|n̪d̪|nd|n̪|n|o̞|p|r|s̪|s|t̪|t|u|ŋ|ŋɡ|ɽ|ʍ|β,
407,khm,"KHMER",cent1989,"Central Khmer","ausa","Khmer","","Asia","Cambodia",12.0515,105.015,12300000,42,21,21,0,2,UPSID,a̟|a̟ː|c|cʰ|eː|e̞ə|h|iː|j|k|kʰ|l̪ˠ|lˠ|m|n̪|n|oː|p|pʰ|s̪|s|t̪|t|t̪ʰ|tʰ|uə|uː|ŋ|ɑ|ɑː|ɓ|ɔ|ɔː|ɗ̪|ɗ|əː|ɛ|ɛː|ɤ|ɪ|ɯ|ɯə|ɯː|ɲ|ɽ|ʊ|ʋ|ʔ,
408,khr,"KHARIA",khar1287,"Kharia","ausa","Munda","","Asia","India",22.3571,84.3922,292000,36,31,5,0,4,UPSID,a|b|b̤|d̠ʒ|d̠ʒ̤|d̤̪|d̪|e|i|j|k|kʰ|l̪|l|m|n̪|n|o̞|p|pʰ|s̪|s|t̠ʃ|t̠ʃʰ|t̪|t̪ʰ|u|w|ŋ|ɖ|ɖ̤|ɡ|ɡ̤|ɦ|ɲ|ɽ|ɾ|ʈ|ʈʰ,
409,kio,"KIOWA",kiow1266,"Kiowa","kita","Kiowa-Tanoan","","America","United States",34.9403,-98.9042,1100,42,22,20,0,1,UPSID,ã̟|ã̟ĩ|a̟|a̟i|b|d̪|d̪l̪|ẽ̞|e̞|h|i|ĩ|j|k|kʰ|kʼ|m|n̪|õ̞|õ̞ĩ|o̞|o̞i|p|pʰ|pʼ|s|ts|tsʼ|t̪|t̪ʰ|t̪ʼ|u|ui|ũ|ũĩ|z|ɔ|ɔi|ɔ̃|ɔ̃ĩ|ɡ|ʔ,
410,kir,"KIRGHIZ",kirg1245,"Kirghiz","altc","Turkic","","Asia","Kyrgyzstan",42.0,74.0,2450000,30,22,8,0,2,UPSID,b|d̪|f|j|k|l|m|n|o|p|q|r|s|ts|t̠ʃ|t̪|x|y|z|ø|ŋ|ɑ|ɛ|ɡ|ɢ|ɨ̞|ɪ|ʃ|ʊ|β,
411,kjd,"SOUTHERN KIWAI",sout2949,"Southern Kiwai","trng","Kiwaian","","Pacific","Papua New Guinea",-8.64889,143.244,9700,19,12,7,0,1,UPSID,*R̪|*R|a|au|b|d̪|d|e̞|i|k|m|n̪|n|o̞|o̞u|p|s̪|s|t̪|t|u|w|ɡ|ʔ,
412,kjg,"KHMU?",khmu1256,"Khmu","ausa","Palaung-Khmuic","","Asia","Laos",20.2463,101.671,390000,41,23,18,0,1,UPSID,a|aː|c|cʰ|e|eː|h|i|ia|iː|j|j̰|k|kʰ|l̪|l|m|n̪|n|o|oː|p|pʰ|r̪|r|s̪|s|t̪|t|t̪ʰ|tʰ|u|ua|uː|w|w̰|ŋ|ɓ|ɔː|ɗ̪|ɗ|ɘː|ɛː|ɜː|ɨa|ɨː|ɲ|ʔ,
413,kjq,"ACOMA",west2632,"Western Keres","kere","Keresan","","America","United States",34.9733,-107.517,3390,51,39,12,0,1,UPSID,ai|au|a̟|b|cʰ|cʼ|d̠ʒ|d̪|d̪z̪|e̞i|e̞o̞|h|i|iu|j|j̰|kʰ|kʼ|m|m̰|n̪|n̰̪|pʰ|pʼ|s̪|s̪ʼ|t̠ʃʰ|t̠ʃʼ|t̪s̪ʰ|t̪s̪ʼ|t̪ʰ|t̪ʼ|u|ui|w|w̰|ɕʼ|ɖʐ|ɛ|ɟ|ɡ|ɨ|ɨi|ʂ|ʂʼ|ʃ|ʈʂʰ|ʈʂʼ|ʔ|ᴅ̪|ᴅ̰̪,
414,kjs,"KEWA",east2516,"East Kewa","trng","Engan","","Pacific","Papua New Guinea",-6.32989,143.931,45000,20,15,5,0,1,UPSID,a|c|e̞|i|j|m|mb|n|nd|o̞|s|t|u|w|x|ɡ|ɲ|ɸ|ɺ|ɾ,
415,kkw,"TEKE",teke1280,"Teke-Kukuya","ncon","Bantoid","","Africa","Congo",-2.27122,14.4407,38800,28,21,7,0,1,UPSID,a|b|bv|d|d̠ʒ|e̞|f|h|i|j|k|l|m|n|o̞|p|pf|s|t|t̠ʃ|u|w|ŋ|ɡ|ɪ|ɱ|ɲ|ʊ,
416,kla,"KLAMATH",klam1254,"Klamath-Modoc","penu","Klamath-Modoc","","America","United States",42.5861,-121.704,1,37,33,4,0,1,UPSID,a|b|cʰ|cʼ|d|e̞|h|i|j|j̥|j̰|kʰ|kʼ|l|l̥|l̰|m|m̥|m̰|n|n̥|n̰|o̞|pʰ|pʼ|qʰ|qʼ|s|tʰ|tʼ|w|w̰|ɟ|ɡ|ɢ|ʍ|ʔ,
417,klu,"KLAO",klao1243,"Klao","ncon","Kru","","Africa","Liberia",6.87233,-10.9214,213000,27,11,16,0,1,UPSID,a|ã|b|cç|d̪|d|e|ẽ̞|e̞|f|i|ĩ|kp|o|õ̞|o̞|p|s̪|s|t̪|t|u|ũ|w|ɔ|ɔ̃|ɛ|ɛ̃|ɟʝ|ɡb,
418,kmo,"KWOMA",kwom1262,"Kwoma","sepr","Middle Sepik","","Pacific","Papua New Guinea",-4.08721,142.664,3000,31,24,7,0,2,UPSID,a|e|h|i|j|k|kʷ|m|mb|mbʷ|mʷ|n|nd|n̠d̠ʒ|o̞|s|t|t̠ʃ|u|w|ŋɡ|ŋɡʷ|ɛ|ɨ|ɲ|ɸ|ɸʷ|ɾ|ʃ|ʔ|β,
419,kmr,"KURDISH",nort2641,"Northern Kurdish","ieur","Iranian","","Asia","Turkey",37.0,43.0,3950000,47,30,17,0,1,UPSID,ai|au|aː|b|d̠ʒ|d̪|e̞i|e̞u|e̞ː|f|iː|j|k|lˤ|l̪|l|m|n̪|o̞i|o̞ː|p|q|r̪|r|sˤ|s̪|t̠ʃ|t̪|ui|uː|v|w|x|z̪|ħ|ŋ|ə|əi|əu|ɡ|ɣ|ɨ|ɪ|ɾ̪|ɾ|ʃ|ʊ|ʒ|ʔ|ʕ,
420,kna,"KANAKURU",dera1248,"Dera (Nigeria)","afas","West Chadic","","Africa","Nigeria",10.072,12.0256,20000,35,24,11,0,1,UPSID,a|aː|b|b̰|d|d̰|e̞|e̞ː|i|iː|j|k|l|m|mb|n|nd|o̞|o̞ː|p|t|u|uː|w|ŋ|ŋɡ|ə|ɟ|ɡ|ɮ|ɰ|ɲ|ɲɟ|ɹ|ʃ,
421,knc,"KANURI",cent2050,"Central Kanuri","nsah","Western Saharan","","Africa","Nigeria",11.8863,16.3918,3000000,29,23,6,0,2,UPSID,a|b|d|d̠ʒ|e̞|f|h|i|j|k|l|m|n|o̞|p|s|t|t̠ʃ|u|w|z|ɡ|ɨ|ɭ|ɲ|ɸ|ɾ|ʃ|ʔ,
422,knn,"KONKANI",konk1267,"Konkani","ieur","Indic","","Asia","India",19.2414,73.9166,4000000,37,19,18,0,2,UPSID,a|ã|ã̟|a̟|b|dʑ|d̪|e|ẽ|f|h|i|ĩ|j|k|l|n|o|õ|p|s|tɕ|t̪|u|ũ|w|ɔ|ɔ̃|ɖ|ə|ə̃|ɛ|ɛ̃|ɡ|ɭ|ɾ|ʈ,
423,kor,"KOREAN",kore1280,"Korean","asis","Korean","","Asia","Korea, South",37.5,128.0,42000000,32,21,11,0,2,UPSID,a|e|h|i|j|k|kʰ|kˀ|l|m|n̪|o|p|pʰ|pˀ|s̪|s̪ˀ|t̠ʃ|t̠ʃʰ|t̠ʃˀ|t̪|t̪ʰ|t̪ˀ|u|w|y|æ|ø|ŋ|ɤ̞|ɯ|ɯi,
424,kpk,"KPAN",kpan1246,"Kpan","ncon","Platoid","","Africa","Nigeria",7.58343,10.1642,11400,34,24,10,0,1,UPSID,*R|a|ã|b|d|dz|f|i|ĩ|j|k|kp|mb|nd|p|s|t|ts|u|ũ|v|w|x|z|ŋɡ|ɔ|ɔ̃|ɛ|ɛ̃|ɡ|ɡb|ɣ|ʃ|ʒ,
425,kpm,"SRE",koho1244,"Koho","ausa","Bahnaric","","Asia","Viet Nam",11.6444,108.057,129000,37,27,10,0,1,UPSID,a|b|c|cʰ|d|e|h|i|j|k|kʰ|l|m|m̥|n|n̥|o|p|pʰ|s|t|tʰ|u|w|ŋ|ɒ|ɓ|ɔ|ɗ|ɛ|ɟ|ɡ|ɤ|ɯ|ɲ|ɲ̥|ʔ,
426,kpv,"KOMI",komi1268,"Komi-Zyrian","urlc","Finnic","","Europe","Russian Federation",64.0527,54.946,217000,33,26,7,0,2,UPSID,a|b|c|cç|d̠ʒ|d̪|d|e̞|i|j|k|l̪|l|m|n̪|n|o|p|r̪|r|s̪|s|t̠ʃ|t̪|t|u|v|z̪|z|ç|ə|ɟ|ɟʝ|ɡ|ɯ|ɲ|ʃ|ʎ|ʒ|ʝ,
427,kpy,"KORYAK",kory1246,"Koryak","chka","Northern Chukotko-Kamchatkan","","Europe","Russian Federation",63.8977,166.695,3500,21,16,5,0,1,UPSID,a̟|e̞|i|k|l̪|l|m|n̪|n|o̞|p|q|r̪|r|t̠ʃ|t̪|t|u|v|ŋ|ɣ|ʎ|ʔ|ʝ|β̞,
428,kpz,"SEBEI",kups1238,"Kupsabiny","nsah","Nilotic","","Africa","Uganda",1.33197,34.5991,181000,26,14,12,0,1,UPSID,a|c|e|i|j|k|l̪|l|m|n̪|n|o|p|r̪|r|s̪|s|t̪|t|u|w|ŋ|ɐ̆|ɐ̹̆|ɔ|ə̆|ɨ̆|ɲ|ɵ̞̆|ɾ̪|ɾ|ʉ̆,
429,kru,"KURUKH",kuru1302,"Kurukh","drav","Northern Dravidian","","Asia","India",24.4644,86.4657,2050000,32,21,11,0,3,UPSID,a|ã|b|c|d̪|d|ẽ̞|e̞|h|i|ĩ|j|k|l̪|l|m|n̪|n|õ̞|o̞|p|r̠|r̪|r|s̪|s|t̪|t|u|ũ|w|ɖ|ə|ɟ|ɡ|ʈ|ʔ|χ,
430,ksw,"KAREN",sgaw1245,"S'gaw Karen","sitb","Karen","","Asia","Myanmar",17.9872,97.7126,1280000,36,27,9,0,2,UPSID,a|c|cʰ|e|e̠|i|j|k|kʰ|l|m|n̪|n|o|p|pʰ|s̪|s|s̪ʰ|sʰ|t̪|t|t̪ʰ|tʰ|u|w|x|z̪|z|z͇|ŋ|ɓ|ɔ|ɗ̪|ɗ|ɛ|ɣ|ɦ|ɨ̞|ɲ|ʃ|ʔ|θ,
431,ktg,"KALKATUNGU",kalk1246,"Kalkutung","aust","Pama-Nyungan","","Pacific","Australia",-21.0,139.5,,23,20,3,0,1,UPSID,a|c|i|j|k|l|l̪|m|n|n̪|p|t|t̪|u|w|ŋ|ɭ|ɲ|ɳ|ɻ|ɾ|ʈ|ʎ,Population: Extinct
432,ktz,"!XU",juho1239,"Ju/'hoan","khoi","Northern Khoisan","","Africa","Botswana",-19.688,20.7673,5000,141,95,46,0,1,UPSID,a|ae̞|ae̞ˤ|ao̞|ao̞ˤ|aː|aːˤ|aˤ|ã|ãẽ̞ˤ|ãõ̞ˤ|ãː|ãːˤ|ãˤ|b|bʼ|d|dzʼ|dzˠ|dz̤|dʼ|dˠ|d̠ʒʼ|d̠ʒˠ|d̠ʒ̤|ẽ̞ĩ|ẽ̞ũ|e̞|e̞i|e̞u|e̞ː|i|ia|iː|ĩ|j|k|kǀ͓|kǀ͓x|kǀ͓ʰ|kǂ|kǂx|kǂʰ|kǂ͓ˡ|kǂ͓ˡx|kǂ͓ˡʰ|kǃ|kǃx|kǃʰ|kʰ|kʼ|m|mː|m̤|m̰|n|õ̞|õ̞ã|õ̞ãˤ|õ̞ĩ|õ̞ĩˤ|õ̞ˤ|o̞|o̞a|o̞aˤ|o̞e̞|o̞i|o̞iˤ|o̞ː|o̞ːˤ|o̞ˤ|p|pʰ|s|t|ts|tsʰ|tsʼ|tsˠ|tʰ|tʼ|tˠ|t̠ʃ|t̠ʃʰ|t̠ʃʼ|t̠ʃˠ|u|ui|uː|ũ|ũĩ|ũː|w|x|z|ŋ|ŋǀ͓|ŋǂ|ŋǂ͓ˡ|ŋǃ|ŋˤ|ŋ̤ǀ͓|ŋ̤ǂ|ŋ̤ǂ͓ˡ|ŋ̤ǃ|ŋ̥ǀ͓xˀ|ŋ̥ǀ͓ʰ|ŋ̥ǀ͓ˀ|ŋ̥ǂxˀ|ŋ̥ǂʰ|ŋ̥ǂˀ|ŋ̥ǂ͓ˡxˀ|ŋ̥ǂ͓ˡʰ|ŋ̥ǂ͓ˡˀ|ŋ̥ǃ|ŋ̥ǃˀ|ŋ̥ǃˀˠ|ɔ̃ːˤ|ɡ|ɡǀ͓|ɡǀ͓x|ɡǂ|ɡǂx|ɡǂ͓ˡ|ɡǂ͓ˡx|ɡǃ|ɡǃx|ɡʼ|ɡ̤|ɡ̤ǀ͓|ɡ̤ǂ|ɡ̤ǂ͓ˡ|ɡ̤ǃ|ɡ̰ǀ͓x|ɡ̰ǂx|ɡ̰ǂ͓ˡx|ɡ̰ǃx|ɦ|ɾ|ʃ|ʒ,
433,kun,"KUNAMA",kuna1268,"Kunama","nsah","Kunama","","Africa","Eritrea",14.5879,37.5292,187000,26,19,7,0,1,UPSID,a|b|d̠ʒ|d̪|e̞|f|h|i|j|k|l|m|n|o̞|r|s|t̠ʃ|t̪|u|w|ŋ|ɡ|ɪ|ɲ|ʃ|ʊ,
434,kup,"KUNIMAIPA",kuni1267,"Kunimaipa","trng","Goilalan","","Pacific","Papua New Guinea",-8.09371,146.908,8200,20,15,5,0,2,UPSID,a|b|d̪|e|i|k|l̪|l|m|n̪|n|p|s̪|s|t̪|t|u|z̪|z|ŋ|ɡ|ɢ|ɽ|ʊ|β̞,
435,kvn,"CUNA",bord1248,"Border Kuna","chib","Kuna","","America","Colombia",7.92993,-77.1664,500,21,16,5,0,2,UPSID,a|b|d̪|d|e̞|i|j|k|kʷ|l̪|l|m|n̪|n|o̞|p|s̪|s|t̠ʃ|t̪|t|u|w|ɡ|ɡʷ|ɾ̪|ɾ,
436,kwd,"KWAIO",kwai1243,"Kwaio","anes","Oceanic","","Pacific","Solomon Islands",-8.93744,160.965,13200,21,16,5,0,1,UPSID,a|e̞|i|l|m|mb|n|nd|o̞|s|t|u|w|x|xʷ|ŋ|ŋɡ|ŋɡʷ|ŋʷ|ɸ|ʔ,
437,kwk,"KWAKW'ALA",kwak1269,"Kwakiutl","waka","Northern Wakashan","","America","Canada",50.9269,-127.308,190,48,42,6,0,2,UPSID,a|b|cʰ|cʼ|d|dz|dɮ|h|i|j|j̰|kʰʷ|kʷʼ|l|l̰|m|m̰|n|n̰|pʰ|pʼ|qʰ|qʰʷ|qʷʼ|qʼ|s|tsʰ|tsʼ|tɬʰ|tɬʼ|tʰ|tʼ|u|w|w̰|xʷ|ç|ɔ|ə|ɛ|ɟ|ɡʷ|ɢ|ɢʷ|ɬ|ʔ|χ|χʷ,
438,kyh,"KAROK",karo1304,"Karok","hoka","Karok","","America","United States",41.8228,-123.315,10,27,16,11,0,2,UPSID,a|aː|ã|eː|f|h|i|iː|ĩ|j|k|m|n̪|n|oː|p|s|s̪|t̠ʃ|t̪|t|x|ɛ|ɾ|ʃ|ʊ|ʊː|ʔ|β̞,
439,lbc,"LAKKIA",lakk1238,"Lakkia","taik","Kadai","","Asia","China",24.1169,110.106,12000,55,33,22,0,2,UPSID,a|aː|ã|ãː|b̰|e|f|h|i|ie̞|iː|ĩẽ̞|ĩː|j|j̥|k|kʰ|kʰʲ|kʰʷ|kʲ|kʷ|l̪|l|l̪̥|l̥|m|m̥|n̪|n|n̪̥|n̥|õ|p|pʰ|t̪s̪|ts|t̪s̪ʰ|tsʰ|t̪|t|t̪ʰ|tʰ|u|uo|uː|ũ|ũː|w|ŋ|ŋʲ|ŋʷ|ŋ̥ʲ|ɔː|ɔ̃ː|ɛ|ɛː|ɛ̃|ɛ̃ː|ɥ|ʍ|ʔ|β̞|θ,
440,lbe,"LAK",lakk1252,"Lak","ncau","Lak-Dargwa","","Europe","Russian Federation",42.1328,47.0809,157000,69,60,9,0,2,UPSID,a|aː|b|d̪|d|e̞ˤ|h|i|iː|j|kʰ|kʰʷ|kʷʼ|kʼ|kː|kːʷ|l̪|l|m|n̪|n|pʰ|pʼ|pː|qʰ|qʰʷ|qʷʼ|qʼ|qː|qːʷ|r̪|r|s̪|s|s̪ː|sː|t̠ʃʰ|t̠ʃʰʷ|t̠ʃʷʼ|t̠ʃʼ|t̠ʃː|t̠ʃːʷ|t̪s̪ʰ|tsʰ|t̪s̪ʰʷ|tsʰʷ|t̪s̪ʷʼ|tsʷʼ|t̪s̪ʼ|tsʼ|t̪s̪ː|tsː|t̪s̪ːʷ|tsːʷ|t̪ʰ|tʰ|t̪ʼ|tʼ|t̪ː|tː|u|uː|w|x|xʷ|xː|xːʷ|z̪|z|æˤ|ø̞ˤ|ħ|ɡ|ɢ|ɢʷ|ʃ|ʃʷ|ʃː|ʃːʷ|ʒ|ʔ|χ|χʷ|χː|χːʷ,
441,lef,"LELEMI",lele1264,"Lelemi","ncon","Kwa","","Africa","Ghana",7.34549,0.50746,48900,34,22,12,0,1,UPSID,a|ã|b|d|dz|e|f|h|i|ĩ|j|k|kp|l|m|n|o|p|s|t|ts|u|ũ|v|w|ŋ|ɔ|ɔ̃|ɖ|ɛ|ɛ̃|ɡ|ɡb|ɲ,
442,lgg,"LUGBARA",lugb1240,"Lugbara","nsah","Moru-Madi","","Africa","Uganda",3.02245,30.8642,797000,36,26,10,0,2,UPSID,a|b|b̰|dz|d̪|d̰̪|e|f|h|i|j|j̰|k|kp|m|n|o|p|r|s|ts|t̪|u|v|w|w̰|z|ɔ|ɛ|ɜ|ɡ|ɡb|ɪ|ɺ|ʊ|ʔ,
443,lhu,"LAHU",lahu1253,"Lahu","sitb","Burmese-Lolo","","Asia","China",21.2701,100.214,280000,35,26,9,0,2,UPSID,a|b|d̠ʒ|d̪|d|e|e̞|f|h|i|j|k|kʰ|l̪|l|m|n̪|n|o|p|pʰ|q|qʰ|t̠ʃ|t̠ʃʰ|t̪|t|t̪ʰ|tʰ|u|v|w|ŋ|ɔ|ɘ|ɡ|ɣ|ɨ|ʃ|ʔ,
444,lit,"LITHUANIAN",lith1251,"Lithuanian","ieur","Baltic","","Europe","Lithuania",55.1429,23.9601,2960000,52,36,16,0,2,UPSID,a|ai|au|b|bʲ|d̠ʒ|d̪z̪|dz|d̪|d|d̪ʲ|dʲ|eː|ie̞|iː|j|k|kʲ|l|lʲ|m|mʲ|n|nʲ|oː|p|pʲ|r|rʲ|s|sʲ|t̠ʃ|t̪s̪|ts|t̪s̪ʲ|tsʲ|t̪|t|t̪ʲ|tʲ|ui|uo|uː|v|vʲ|x|z|æ|æi|æː|ɑː|ɡ|ɡʲ|ɪ|ʃ|ʃʲ|ʊ|ʒ|ʒʲ,
445,lkt,"DAKOTA",lako1247,"Lakota","siou","Siouan","","America","United States",46.3699,-103.95,6200,36,28,8,0,2,UPSID,a|ã|b|h|i|ĩ|j|k|kʰ|kʼ|l̪|l|m|n̪|n|o|p|pʰ|pʼ|s̪|s|s̪ʼ|sʼ|t̠ʃ|t̠ʃʰ|t̠ʃʼ|t̪|t|t̪ʰ|tʰ|t̪ʼ|tʼ|u|ũ|w|x|xʼ|z̪|z|ɛ|ɣ|ʃ|ʃʼ|ʒ,
446,lme,"LAME",peve1243,"Peve","afas","Masa","","Africa","Chad",9.16111,14.441,30000,38,30,8,0,1,UPSID,a|ai|ao̞|b|b̰|d|dz|d̰|e|e̞o̞|f|h|i|j|k|l|m|mb|n|nd|ndz|o|p|s|t|ts|u|v|w|z|ŋ|ŋɡ|ɡ|ɦ|ɬ|ɮ|ɾ|ʔ,
447,lui,"LUISENO",luis1253,"Luiseno","utaz","Takic","","America","United States",33.3184,-116.939,35,26,21,5,0,2,UPSID,a|e̞|h|j|k|kʷ|l̪|m|n̪|o̞|p|q|qʷ|r̪|r|t̠ʃ|t̪|v|w|x|xʷ|ŋ|ɪ|ʂ|ʃ|ʊ|ʔ,
448,luo,"LUO",luok1236,"Luo (Kenya and Tanzania)","nsah","Nilotic","","Africa","Kenya",-0.93296,34.4896,4270000,32,23,9,0,2,UPSID,a|b|d|d̠ʒ|d̪ð|e̞|f|h|i|j|k|l|m|n|o̞|p|s|t|t̠ʃ|t̪θ|u|w|æ|ŋ|ɒ|ɡ|ɪ|ɲ|ɾ|ʃ|ʊ|ʔ,
449,lut,"LUSHOOTSEED",lush1252,"Lushootseed","sali","Central Salish","","America","United States",48.42,-122.529,60,37,33,4,0,1,UPSID,a|b|d|dz|d̠ʒ|h|j|k|kʷ|kʷʼ|kʼ|p|pʼ|q|qʷ|qʷʼ|qʼ|s|t|ts|tsʼ|tɬʼ|tʼ|t̠ʃ|t̠ʃʼ|w|xʷ|ə|ɡ|ɡʷ|ɪ|ɬ|ʃ|ʊ|ʔ|χ|χʷ,
450,maq,"MAZATEC",chiq1250,"Chiquihuitlan Mazatec","otma","Popolocan","","America","Mexico",18.0541,-96.6659,2500,33,25,8,0,2,UPSID,a|ã|b|h|i|ĩ|j|k|l̪|l|m|n|ndz|n̠|n̠d̠ʒ|n̪d̪|nd|o|õ|p|r̪|r|s̪|s|ts|t̠ʃ|t̪|t|ð|ŋɡ|ɛ|ɛ̃|ɣ|ɳɖʐ|ʂ|ʈʂ|ʔ|β,
451,mas,"MAASAI",masa1300,"Masai","nsah","Nilotic","","Africa","Kenya",-3.1419,36.4573,590000,28,19,9,0,2,UPSID,a|e|i|j|k|l|m|n|o|p|r̥|s|t|t̠ʃ|u|w|ŋ|ɓ|ɔ|ɗ|ɛ|ɠ|ɪ|ɲ|ɾ|ʃ|ʄ|ʊ,
452,maz,"MAZAHUA",cent2144,"Central Mazahua","otma","Otomian","","America","Mexico",19.7357,-100.018,350000,60,45,15,0,2,UPSID,*R̪|*R|a|ã|e|ẽ|h|i|ĩ|j|j̥|j̰|k|kʰ|kʰʷ|kʷ|kʷʼ|kʼ|l̪|l|m|m̥|m̰|n̪|n|n̪̥|n̥|o|õ|p|pʰ|s̪|s|s̪ʰ|sʰ|s̪ʼ|sʼ|t̠ʃ|t̠ʃʰ|t̠ʃʼ|t̪s̪|ts|t̪s̪ʰ|tsʰ|t̪s̪ʼ|tsʼ|t̪|t|t̪ʰ|tʰ|t̪ʼ|tʼ|u|ũ|w|w̰|z̪|z|ɐ|ɓ|ɔ|ɗ̪|ɗ|ə|ə̃|ɛ|ɡ|ɡʷ|ɲ|ɲ̥|ɲ̰|ʃ|ʍ|ʒ|ʔ,
453,mbl,"MAXAKALI",maxa1247,"Maxakali","macg","Maxakalí","","America","Brazil",-16.9402,-40.7891,800,20,10,10,0,2,UPSID,a|ã|ẽ̞|e̞|h|i|ĩ|k|mb|nd|n̠d̠ʒ|õ̞|o̞|p|t|t̠ʃ|ŋɡ|ɯ|ɯ̃|ʔ,
454,mcu,"MAMBILA",came1252,"Cameroon Mambila","ncon","Bantoid","","Africa","Cameroon",6.43829,11.4195,30000,25,19,6,0,2,UPSID,a|b|bv|d|d̠ʒ|e|f|h|i|j|k|l|m|n|n̠|o|p|s|t|t̠ʃ|u|w|ŋ|ɔ|ɡ,
455,mdd,"MBUM",mbum1254,"Mbum","ncon","Adamawa","","Africa","Cameroon",7.5789,14.2722,38600,38,30,8,0,1,UPSID,a|ã|b|b̪|d|e̞|f|h|i|ĩ|j|k|kp|l|m|mb|n|nd|n̠ʒ|o̞|p|r|s|t|u|ũ|v|w|ŋ|ŋmɡb|ŋɡ|ɓ|ɗ|ɡ|ɡb|ɱv|ɲ|ʒ,
456,mde,"MABA",maba1277,"Maba (Chad)","nsah","Maban","","Africa","Chad",12.8915,20.8889,296000,29,22,7,0,1,UPSID,a|b|d̪|d|e|f|i|j|k|l|m|n|o|r|s|t̪|t|u|w|z|ŋ|ɔ|ɖ|ɛ|ɟ|ɡ|ɲ|ʃ|ʈ|ʒ|ʔ,
457,mdx,"DIZI",dizi1235,"Dizin","afas","North Omotic","","Africa","Ethiopia",6.1405,35.5763,21100,30,24,6,0,1,UPSID,*R̪|*R|a|b|d̠ʒ|d̪|d|e̞|f|h|i|j|k|kʼ|l̪|l|m|n̪|n|o̞|s̪|s|t̠ʃ|t̠ʃʼ|t̪s̪ʼ|tsʼ|t̪|t|t̪ʼ|tʼ|u|w|z̪|z|ɐ|ɡ|ʃ|ʒ|β,
