ph1_ph2,advancedTongueRoot_++,advancedTongueRoot_--,advancedTongueRoot_+-,anterior_++,anterior_--,anterior_+-,approximant_++,approximant_--,approximant_+-,back_++,back_--,back_+-,click_++,click_--,click_+-,consonantal_++,consonantal_--,consonantal_+-,constrictedGlottis_++,constrictedGlottis_--,constrictedGlottis_+-,continuant_++,continuant_--,continuant_+-,coronal_++,coronal_--,coronal_+-,delayedRelease_++,delayedRelease_--,delayedRelease_+-,distributed_++,distributed_--,distributed_+-,dorsal_++,dorsal_--,dorsal_+-,epilaryngealSource_++,epilaryngealSource_--,epilaryngealSource_+-,fortis_++,fortis_--,fortis_+-,front_++,front_--,front_+-,high_++,high_--,high_+-,labial_++,labial_--,labial_+-,labiodental_++,labiodental_--,labiodental_+-,lateral_++,lateral_--,lateral_+-,long_++,long_--,long_+-,low_++,low_--,low_+-,loweredLarynxImplosive_++,loweredLarynxImplosive_--,loweredLarynxImplosive_+-,nasal_++,nasal_--,nasal_+-,periodicGlottalSource_++,periodicGlottalSource_--,periodicGlottalSource_+-,raisedLarynxEjective_++,raisedLarynxEjective_--,raisedLarynxEjective_+-,retractedTongueRoot_++,retractedTongueRoot_--,retractedTongueRoot_+-,round_++,round_--,round_+-,short_++,short_--,short_+-,sonorant_++,sonorant_--,sonorant_+-,spreadGlottis_++,spreadGlottis_--,spreadGlottis_+-,stress_++,stress_--,stress_+-,strident_++,strident_--,strident_+-,syllabic_++,syllabic_--,syllabic_+-,tap_++,tap_--,tap_+-,tense_++,tense_--,tense_+-,tone_++,tone_--,tone_+-,trill_++,trill_--,trill_+-,distance
f_ɲ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,9.453898
f_ɳ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,11.143411
f_ɸ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,3.748268
f_ɹ,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,T,F,F,F,F,T,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,9.414098
f_ɽ,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,T,F,F,F,T,F,T,F,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,7.281576
f_ɾ,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,T,F,F,F,T,F,T,F,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,7.798267
f_ʃ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,T,F,F,F,F,T,T,F,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,8.601664
f_ʈ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,5.079486
f_ʎ,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,T,F,F,F,T,F,T,F,F,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,8.136114
f_ʒ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,T,F,F,F,F,T,T,F,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,5.247583
f_ʔ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,F,T,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,6.399642
f_β,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,7.708558
h_h,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,0.000000
h_i,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,5.266803
h_j,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,6.243720
h_k,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,3.551634
h_kʷ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,4.330685
h_l,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,T,F,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,5.716097
h_m,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,7.456600
h_n,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,7.103388
h_o,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,5.680292
h_p,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,4.186758
h_r,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,T,F,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,4.183656
h_s,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,T,F,F,F,F,T,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,12.656940
h_t,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,4.726623
h_ts,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,F,T,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,10.116048
h_tʃ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,F,T,T,F,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,8.568638
h_u,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,5.597223
h_v,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,T,F,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,4.110292
h_w,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,6.159225
h_x,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,T,F,F,F,T,F,T,F,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,3.083367
h_z,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,T,F,F,F,F,T,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,6.878154
h_æ,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,5.434904
h_ŋ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,7.438299
h_ɔ,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,5.711886
h_ɖ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,4.599031
h_ə,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,5.352086
h_ɛ,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,5.163237
h_ɟ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,4.843785
h_ɡ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,4.003493
h_ɣ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,T,F,F,F,T,F,T,F,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,2.466759
h_ɨ,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,5.337283
h_ɭ,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,T,F,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,6.467830
h_ɲ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,6.883313
h_ɳ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,8.232171
h_ɸ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,T,F,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,2.406527
h_ɹ,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,F,T,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,6.409708
h_ɽ,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,T,F,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,4.524507
h_ɾ,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,T,F,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,4.886263
h_ʃ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,T,F,F,F,F,T,T,F,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,11.152826
h_ʈ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,4.439297
h_ʎ,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,T,F,F,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,5.741104
h_ʒ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,T,F,F,F,F,T,T,F,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,6.078998
h_ʔ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,3.786217
h_β,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,T,F,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,4.704249
i_i,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,T,F,F,F,T,F,F,T,F,0.000000
