InventoryID,Glottocode,GlyphID,Phoneme,Allophones
915,konn1242,0272,ɲ,ɲ
915,konn1242,027E,ɾ,d|ɾ
915,konn1242,028A,ʊ,ʊ
915,konn1242,028A+02D0,ʊː,ʊː
916,kuyy1240,0061,a,a
916,kuyy1240,0061+02D0,aː,aː
916,kuyy1240,0062,b,b
916,kuyy1240,0063,c,c
916,kuyy1240,0063+02B0,cʰ,cʰ
916,kuyy1240,0064,d,d
916,kuyy1240,0065,e,e
916,kuyy1240,0065+02D0,eː,eː
916,kuyy1240,0066,f,f
916,kuyy1240,0068,h,h
916,kuyy1240,0069,i,i
916,kuyy1240,0069+0061,ia,ia
916,kuyy1240,0069+02D0,iː,iː
916,kuyy1240,006A,j,j
916,kuyy1240,006B,k,k
916,kuyy1240,006B+02B0,kʰ,kʰ
916,kuyy1240,006C,l,l
916,kuyy1240,006D,m,m
916,kuyy1240,006E,n,n
916,kuyy1240,006F,o,o
916,kuyy1240,006F+02D0,oː,oː
916,kuyy1240,0070,p,p
916,kuyy1240,0070+02B0,pʰ,pʰ
916,kuyy1240,0072,r,r
916,kuyy1240,0073,s,s
916,kuyy1240,0074,t,t
916,kuyy1240,0074+02B0,tʰ,tʰ
916,kuyy1240,0075,u,u
916,kuyy1240,0075+0061,ua,ua|ua|ua
916,kuyy1240,0075+02D0,uː,uː
916,kuyy1240,0077,w,w
916,kuyy1240,014B,ŋ,ŋ
916,kuyy1240,0251,ɑ,ɑ
916,kuyy1240,0251+02D0,ɑː,ɑː
916,kuyy1240,0254,ɔ,ɔ
916,kuyy1240,0254+02D0,ɔː,ɔː
916,kuyy1240,0259,ə,ə
916,kuyy1240,0259+02D0,əː,əː
916,kuyy1240,025B,ɛ,ɛ
916,kuyy1240,025B+02D0,ɛː,ɛː
916,kuyy1240,026F,ɯ,ɯ
916,kuyy1240,026F+0061,ɯa,ɯa
916,kuyy1240,026F+02D0,ɯː,ɯː
916,kuyy1240,0272,ɲ,ɲ
916,kuyy1240,028C,ʌ,ʌ
916,kuyy1240,028C+02D0,ʌː,ʌː
916,kuyy1240,0294,ʔ,ʔ
917,kulu1253,0061,a,a
917,kulu1253,0061+0069,ai,ai
917,kulu1253,0061+0075,au,au
917,kulu1253,0061+02D0,aː,aː
917,kulu1253,0062,b,b
917,kulu1253,0063,c,c
917,kulu1253,0063+02B0,cʰ,cʰ
917,kulu1253,0064,d,d
917,kulu1253,0065,e,e|ɛ
917,kulu1253,0065+0069,ei,ei
917,kulu1253,0065+0075,eu,eu
917,kulu1253,0065+02D0,eː,eː
917,kulu1253,0068,h,h|h|h
917,kulu1253,0069,i,i|ɪ
917,kulu1253,0069+0075,iu,iu
917,kulu1253,0069+02D0,iː,iː
917,kulu1253,006A,j,j
917,kulu1253,006B,k,k|χ
917,kulu1253,006B+02B0,kʰ,kʰ
917,kulu1253,006C,l,l
917,kulu1253,006D,m,m|m̥
917,kulu1253,006E,n,n
917,kulu1253,006F,o,o
917,kulu1253,006F+0069,oi,oi
917,kulu1253,006F+0075,ou,ou
917,kulu1253,006F+02D0,oː,oː
917,kulu1253,0070,p,p|ɸ
917,kulu1253,0070+02B0,pʰ,pʰ
917,kulu1253,0072,r,r
917,kulu1253,0073,s,s|sʲ
917,kulu1253,0074,t,t
917,kulu1253,0074+02B0,tʰ,tʰ
917,kulu1253,0075,u,u
917,kulu1253,0075+0069,ui,ui
917,kulu1253,0075+02D0,uː,uː
917,kulu1253,0077,w,w
917,kulu1253,014B,ŋ,ŋ|ŋʲ
917,kulu1253,0259,ə,ə
917,kulu1253,0259+0069,əi,əi
917,kulu1253,0259+02D0,əː,əː
917,kulu1253,025F,ɟ,ɟ
917,kulu1253,0261,ɡ,ɡ
917,kulu1253,0294,ʔ,ʔ
918,kuot1243,0061,a,a|ə|aː
918,kuot1243,0062,b,b|mb
918,kuot1243,0064,d,d|nd
918,kuot1243,0065,e,e|ə|ɛ
918,kuot1243,0066,f,f|ɸ
918,kuot1243,0069,i,i|ɪ
918,kuot1243,006B,k,k|ɣ|k̚|x
918,kuot1243,006C,l,l|n
918,kuot1243,006D,m,m
918,kuot1243,006E,n,n|l
918,kuot1243,006F,o,o|ə|ɔ|oː|o|o
918,kuot1243,0070,p,p|v|β|p̚
918,kuot1243,0072,r,r
918,kuot1243,0073,s,s
918,kuot1243,0074,t,t|r|t̚
918,kuot1243,0075,u,u
918,kuot1243,014B,ŋ,ŋ
918,kuot1243,0259,ə,ə
918,kuot1243,0261,ɡ,ɡ|ŋɡ
919,kusu1250,0061,a,a|ə
919,kusu1250,0062,b,β|b
919,kusu1250,0062+02B1,bʱ,bʱ
919,kusu1250,0064,d,d|d̪|ɖ|ɟ
919,kusu1250,0064+007A,dz,z|ʒ|dz
919,kusu1250,0064+007A+02B1,dzʱ,dzʱ
919,kusu1250,0064+02B1,dʱ,dʱ
919,kusu1250,0065,e,e|i
919,kusu1250,0069,i,i|e
919,kusu1250,006A,j,j|j|j
919,kusu1250,006B,k,k|k̟|k̠
919,kusu1250,006B+02B0,kʰ,χ|kʰ
919,kusu1250,006C,l,l
919,kusu1250,006D,m,m
919,kusu1250,006E,n,ɲ|n
919,kusu1250,006F,o,o|u
919,kusu1250,0070,p,p|b
919,kusu1250,0070+02B0,pʰ,pʰ
919,kusu1250,0071,q,q
919,kusu1250,0071+02B0,qʰ,qʰ
919,kusu1250,0072,r,r
919,kusu1250,0073,s,ʃ|s
919,kusu1250,0074,t,t|t̪|ʈ|c
919,kusu1250,0074+0073,ts,z|ʒ|ts
919,kusu1250,0074+0073+02B0,tsʰ,tsʰ
919,kusu1250,0074+02B0,tʰ,tʰ
919,kusu1250,0074+0320+0283,t̠ʃ,t̠ʃ
919,kusu1250,0075,u,u|o
919,kusu1250,0077,w,w
919,kusu1250,014B,ŋ,ŋ
919,kusu1250,0259,ə,ə|a
919,kusu1250,0261,ɡ,ɣ|ɡ
919,kusu1250,0261+02B1,ɡʱ,ɡʱ
919,kusu1250,0262,ɢ,ʔ|ʁ|ʕ|ɢ
919,kusu1250,0272,ɲ,ɲ
919,kusu1250,0274,ɴ,ɴ
919,kusu1250,0294,ʔ,ʔ
919,kusu1250,03C7,χ,χ
920,kuvi1243,0061,a,a
920,kuvi1243,0061+02D0,aː,aː
920,kuvi1243,0061+0303,ã,ã
920,kuvi1243,0062,b,b
920,kuvi1243,0064+007A,dz,dz
920,kuvi1243,0064+032A,d̪,d̪
920,kuvi1243,0065,e,e
920,kuvi1243,0065+02D0,eː,eː
920,kuvi1243,0065+0303,ẽ,ẽ
920,kuvi1243,0068,h,h
920,kuvi1243,0069,i,i
920,kuvi1243,0069+02D0,iː,iː
920,kuvi1243,0069+0303,ĩ,ĩ
920,kuvi1243,006A,j,j
920,kuvi1243,006B,k,k
920,kuvi1243,006C,l,l
920,kuvi1243,006D,m,m
920,kuvi1243,006E,n,n
920,kuvi1243,006F,o,o
920,kuvi1243,006F+02D0,oː,oː
920,kuvi1243,006F+0303,õ,õ
920,kuvi1243,0070,p,p
920,kuvi1243,0073,s,s
920,kuvi1243,0074+0073,ts,ts
920,kuvi1243,0074+032A,t̪,t̪
920,kuvi1243,0075,u,u
920,kuvi1243,0075+02D0,uː,uː
920,kuvi1243,0075+0303,ũ,ũ|ũ|ũ
920,kuvi1243,0076,v,v
920,kuvi1243,014B,ŋ,ŋ
920,kuvi1243,0256,ɖ,ɖ
920,kuvi1243,0261,ɡ,ɡ
920,kuvi1243,0273,ɳ,ɳ
920,kuvi1243,027D,ɽ,ɽ
920,kuvi1243,027E,ɾ,ɾ|r
920,kuvi1243,0288,ʈ,ʈ
920,kuvi1243,0294,ʔ,ʔ
921,kwaz1243,0061,a,ɑ|a|ɔ
921,kwaz1243,0061+0303,ã,ã
921,kwaz1243,0062,b,b
921,kwaz1243,0063,c,c
921,kwaz1243,0064,d,d
921,kwaz1243,0065,e,e|ɛ|ɪ|i
921,kwaz1243,0065+0303,ẽ,ẽ
921,kwaz1243,0066,f,f
921,kwaz1243,0068,h,h|ɦ|h̃
921,kwaz1243,0069,i,i
921,kwaz1243,0069+0303,ĩ,ĩ
921,kwaz1243,006A,j,j|j̃
921,kwaz1243,006B,k,k|kʲ
921,kwaz1243,006C,l,l|ɾ
921,kwaz1243,006D,m,m
921,kwaz1243,006E,n,n|ʔn
921,kwaz1243,0070,p,p
921,kwaz1243,0073,s,s
921,kwaz1243,0074,t,t
921,kwaz1243,0074+0073,ts,ts
921,kwaz1243,0074+0320+0283,t̠ʃ,t̠ʃ
921,kwaz1243,0074+032A,t̪,t̪
921,kwaz1243,0075,u,u|ɨ|o
921,kwaz1243,0075+0303,ũ,ũ
921,kwaz1243,0076,v,v
921,kwaz1243,0077,w,w
921,kwaz1243,0079,y,y
921,kwaz1243,007A,z,z
921,kwaz1243,00F0,ð,ð
921,kwaz1243,014B,ŋ,ŋ
921,kwaz1243,0153,œ,œ|œ̈
921,kwaz1243,0253,ɓ,ɓ|b
921,kwaz1243,0254,ɔ,ɔ|ɑ|ø
921,kwaz1243,0254+0303,ɔ̃,ɔ̃
921,kwaz1243,0257,ɗ,ɗ|d
921,kwaz1243,025B,ɛ,ɛ|æ
921,kwaz1243,025B+0303,ɛ̃,ɛ̃
921,kwaz1243,0261,ɡ,ɡ
921,kwaz1243,0268,ɨ,ɨ|ə
921,kwaz1243,0268+0303,ɨ̃,ɨ̃|ã
921,kwaz1243,0272,ɲ,ɲ
921,kwaz1243,027E,ɾ,ɾ|l|d|ɾ̃
921,kwaz1243,0283,ʃ,ʃ
921,kwaz1243,0292,ʒ,ʒ|ʒ|ʒ|ʒ
921,kwaz1243,0294,ʔ,ʔ
922,lada1244,0062,b,b|β
922,lada1244,0064+007A,dz,dz
922,lada1244,0064+0320+0292,d̠ʒ,d̠ʒ
922,lada1244,0064+032A,d̪,d̪|ð
922,lada1244,0065,e,e|ɛ|ẽ
922,lada1244,0068,h,h
922,lada1244,0069,i,i|iː|ĩ
922,lada1244,006A,j,j|j|j
922,lada1244,006B,k,k|k̠
922,lada1244,006B+02B0,kʰ,kʰ
922,lada1244,006C,l,l|l̥
922,lada1244,006D,m,m
922,lada1244,006E,n,n
922,lada1244,006F,o,o|ʌ|õ
922,lada1244,0070,p,p
922,lada1244,0070+02B0,pʰ,pʰ
922,lada1244,0072,r,r|r̥
922,lada1244,0073,s,s
922,lada1244,0074+0073,ts,ts
922,lada1244,0074+0073+02B0,tsʰ,tsʰ
922,lada1244,0074+0320+0283,t̠ʃ,t̠ʃ
922,lada1244,0074+0320+0283+02B0,t̠ʃʰ,t̠ʃʰ
922,lada1244,0074+032A,t̪,t̪
922,lada1244,0074+032A+02B0,t̪ʰ,t̪ʰ
922,lada1244,0075,u,u|uː|ũ
922,lada1244,0077,w,w
922,lada1244,007A,z,z
922,lada1244,014B,ŋ,ŋ
922,lada1244,0257,ɗ,ɗ
922,lada1244,0259,ə,ə|a|ɐ|ə̃
922,lada1244,0261,ɡ,ɡ|ɣ
922,lada1244,026E,ɮ,ɮ
922,lada1244,0272,ɲ,ɲ
922,lada1244,0282,ʂ,ʂ
922,lada1244,0283,ʃ,ʃ
922,lada1244,0288,ʈ,ʈ
922,lada1244,0288+02B0,ʈʰ,ʈʰ
922,lada1244,0292,ʒ,ʒ
923,lang1320,0061,a,a
923,lang1320,0061+02D0,aː,aː
923,lang1320,0062,b,b
923,lang1320,0064,d,d
923,lang1320,0064+0320+0292,d̠ʒ,d̠ʒ
923,lang1320,0065,e,e
923,lang1320,0065+02D0,eː,eː
923,lang1320,0066,f,f
923,lang1320,0068,h,h
923,lang1320,0069,i,i
923,lang1320,0069+02D0,iː,iː
923,lang1320,006A,j,j
923,lang1320,006B,k,k
923,lang1320,006C,l,l|r
923,lang1320,006D,m,m
923,lang1320,006D+0062,mb,mb
923,lang1320,006D+0070,mp,mp
923,lang1320,006E,n,n
923,lang1320,006E+0064,nd,nd
923,lang1320,006E+0074,nt,nt
923,lang1320,006E+0320+0064+0320+0292,n̠d̠ʒ,n̠d̠ʒ
923,lang1320,006E+0320+0074+0320+0283,n̠t̠ʃ,n̠t̠ʃ
923,lang1320,006F,o,o
923,lang1320,006F+02D0,oː,oː
923,lang1320,0070,p,p
923,lang1320,0072,r,r
923,lang1320,0073,s,s
923,lang1320,0074,t,t
923,lang1320,0074+0320+0283,t̠ʃ,t̠ʃ
923,lang1320,0075,u,u
923,lang1320,0075+02D0,uː,uː|uː|uː
923,lang1320,0076,v,v
923,lang1320,0077,w,w
923,lang1320,007A,z,z
923,lang1320,014B,ŋ,ŋ
923,lang1320,014B+006B,ŋk,ŋk
923,lang1320,014B+0261,ŋɡ,ŋɡ
923,lang1320,0251,ɑ,ɑ
923,lang1320,0251+02D0,ɑː,ɑː
923,lang1320,0254,ɔ,ɔ
923,lang1320,0254+02D0,ɔː,ɔː
923,lang1320,025B,ɛ,ɛ
923,lang1320,025B+02D0,ɛː,ɛː
923,lang1320,0261,ɡ,ɡ
923,lang1320,0265,ɥ,ɥ
923,lang1320,026A,ɪ,ɪ
923,lang1320,026A+02D0,ɪː,ɪː
923,lang1320,0272,ɲ,ɲ
923,lang1320,0283,ʃ,ʃ
923,lang1320,028A,ʊ,ʊ
923,lang1320,028A+02D0,ʊː,ʊː
923,lang1320,0294,ʔ,ʔ
924,laoo1244,0061,a,a
924,laoo1244,0062,b,b
924,laoo1244,0063,c,c
924,laoo1244,0063+02B7,cʷ,cʷ
924,laoo1244,0064,d,d
924,laoo1244,0065,e,e
924,laoo1244,0066,f,f
924,laoo1244,0068,h,h
924,laoo1244,0069,i,i
924,laoo1244,0069+0061,ia,ia
924,laoo1244,006A,j,j
924,laoo1244,006B,k,k
924,laoo1244,006B+02B0,kʰ,kʰ
924,laoo1244,006B+02B0+02B7,kʰʷ,kʰʷ
924,laoo1244,006B+02B7,kʷ,kʷ
924,laoo1244,006C,l,l
924,laoo1244,006C+02B7,lʷ,lʷ
924,laoo1244,006D,m,m
924,laoo1244,006E,n,n
924,laoo1244,006F,o,o
924,laoo1244,0070,p,p
924,laoo1244,0070+02B0,pʰ,pʰ
924,laoo1244,0073,s,s
924,laoo1244,0073+02B7,sʷ,sʷ
924,laoo1244,0074,t,t
924,laoo1244,0074+02B0,tʰ,tʰ
924,laoo1244,0074+02B0+02B7,tʰʷ,tʰʷ|tʰʷ|tʰʷ
924,laoo1244,0075,u,u
924,laoo1244,0075+0259,uə,uə
924,laoo1244,0077,w,w
924,laoo1244,014B,ŋ,ŋ
924,laoo1244,014B+02B7,ŋʷ,ŋʷ
924,laoo1244,0254,ɔ,ɔ
924,laoo1244,025B,ɛ,ɛ
924,laoo1244,0264,ɤ,ɤ
924,laoo1244,026F,ɯ,ɯ
924,laoo1244,026F+0259,ɯə,ɯə
924,laoo1244,0272,ɲ,ɲ
924,laoo1244,0294,ʔ,ʔ
924,laoo1244,0294+02B7,ʔʷ,ʔʷ
925,lavu1241,0061,a,a
925,lavu1241,0062,b,b|mb
925,lavu1241,0064,d,d|nd
925,lavu1241,0065,e,e
925,lavu1241,0066,f,f
925,lavu1241,0068,h,h
925,lavu1241,0069,i,ɪ|i
925,lavu1241,006B+02B0,kʰ,kʰ
925,lavu1241,006C,l,l
925,lavu1241,006D,m,m
925,lavu1241,006E,n,n
925,lavu1241,006F,o,o|ɔ|o|o
925,lavu1241,0070+02B0,pʰ,pʰ
925,lavu1241,0072,r,r|ɹ|ɾ
925,lavu1241,0073,s,s
925,lavu1241,0074,t,t|tʰ
925,lavu1241,0075,u,u|ɔ
925,lavu1241,014B,ŋ,ŋ
925,lavu1241,0270,ɰ,ɰ|ɣ|ɡ
925,lavu1241,03B2,β,β
926,bafa1247,0061,a,a
926,bafa1247,0061+02D0,aː,aː
926,bafa1247,0062,b,b
926,bafa1247,0062+0303,b̃,b̃
926,bafa1247,0064,d,d
926,bafa1247,0064+007A,dz,dz
926,bafa1247,0064+007A+0303,dz̃,dz̃
926,bafa1247,0064+0303,d̃,d̃
926,bafa1247,0065,e,e
926,bafa1247,0065+02D0,eː,eː
926,bafa1247,0066,f,f
926,bafa1247,0069,i,i
926,bafa1247,0069+02D0,iː,iː
926,bafa1247,006A,j,j
926,bafa1247,006B,k,k
926,bafa1247,006B+0070,kp,kp
926,bafa1247,006B+0303,k̃,k̃
926,bafa1247,006C,l,l
926,bafa1247,006D,m,m
926,bafa1247,006E,n,n
926,bafa1247,006F,o,o
926,bafa1247,006F+02D0,oː,oː
926,bafa1247,0070,p,p
926,bafa1247,0070+0303,p̃,p̃
926,bafa1247,0073,s,s
926,bafa1247,0074,t,t
926,bafa1247,0074+0303,t̃,t̃
926,bafa1247,0075,u,u
926,bafa1247,0075+02D0,uː,uː
926,bafa1247,0077,w,w
926,bafa1247,014B,ŋ,ŋ
926,bafa1247,0253,ɓ,ɓ
926,bafa1247,0254,ɔ,ɔ
926,bafa1247,0254+02D0,ɔː,ɔː
926,bafa1247,0259,ə,ə
926,bafa1247,0259+02D0,əː,əː
926,bafa1247,025B,ɛ,ɛ
926,bafa1247,025B+02D0,ɛː,ɛː
926,bafa1247,0261,ɡ,ɡ
926,bafa1247,0261+0303,ɡ̃,ɡ̃
926,bafa1247,0272,ɲ,ɲ
926,bafa1247,0283,ʃ,ʃ
926,bafa1247,0294,ʔ,ʔ
926,bafa1247,02E5+02E9,˥˩,˥˩|˥˩|˥˩
926,bafa1247,02E6,˦,˦
926,bafa1247,02E8,˨,˨
926,bafa1247,02E9+02E5,˩˥,˩˥
927,lund1266,0061,a,a|aː
927,lund1266,0061+02D0,aː,aː
927,lund1266,0062,b,b
927,lund1266,0064,d,d|ʒ
927,lund1266,0064+0320+0292,d̠ʒ,d̠ʒ
927,lund1266,0065,e,e|eː
927,lund1266,0065+02D0,eː,eː
927,lund1266,0066,f,f
927,lund1266,0068,h,h
927,lund1266,0069,i,i|iː
927,lund1266,0069+02D0,iː,iː
927,lund1266,006A,j,j|j|j
927,lund1266,006B,k,k
927,lund1266,006C,l,l|n
927,lund1266,006D,m,m
927,lund1266,006E,n,n
927,lund1266,006F,o,o|oː
927,lund1266,006F+02D0,oː,oː
927,lund1266,0070,p,p
927,lund1266,0073,s,s
927,lund1266,0074,t,t|t̠ʃ
927,lund1266,0074+0320+0283,t̠ʃ,t̠ʃ
927,lund1266,0075,u,u|uː|w
927,lund1266,0075+02D0,uː,uː
927,lund1266,0076,v,v
927,lund1266,0077,w,w
927,lund1266,007A,z,z|d̠ʒ
927,lund1266,014B,ŋ,ŋ
927,lund1266,0261,ɡ,ɡ
927,lund1266,0272,ɲ,ɲ
927,lund1266,0283,ʃ,ʃ
927,lund1266,0292,ʒ,ʒ
928,luch1239,0061,a,a
928,luch1239,0061+02D0,aː,aː
928,luch1239,0065,e,e|ɛ
928,luch1239,0065+02D0,eː,eː
928,luch1239,0066,f,f
928,luch1239,0068,h,h
928,luch1239,006A,j,j
928,luch1239,006B,k,k
928,luch1239,006C,l,l
928,luch1239,006D,m,m
928,luch1239,006D+0062,mb,mb
928,luch1239,006D+0070+02B0,mpʰ,mpʰ
928,luch1239,006E,n,n
928,luch1239,006E+0064,nd,nd
928,luch1239,006E+0064+007A,ndz,ndz
928,luch1239,006E+0074+0073,nts,nts
928,luch1239,006E+0074+02B0,ntʰ,ntʰ
928,luch1239,006E+0320+0064+0320+0292,n̠d̠ʒ,n̠d̠ʒ
928,luch1239,006E+0320+0074+0320+0283,n̠t̠ʃ,n̠t̠ʃ
928,luch1239,006F,o,o|ɔ
928,luch1239,006F+02D0,oː,oː
928,luch1239,0070,p,p
928,luch1239,0073,s,s
928,luch1239,0074,t,t
928,luch1239,0074+0073,ts,ts
928,luch1239,0074+0320+0283,t̠ʃ,t̠ʃ
928,luch1239,0074+032A,t̪,t̪
928,luch1239,007A,z,z
928,luch1239,00F0,ð,ð
928,luch1239,014B,ŋ,ŋ
928,luch1239,014B+006B+02B0,ŋkʰ,ŋkʰ
928,luch1239,014B+0261,ŋɡ,ŋɡ
928,luch1239,0266,ɦ,ɦ|ɦ|ɦ
928,luch1239,026A,ɪ,ɪ
928,luch1239,026A+02D0,ɪː,ɪː
928,luch1239,0272,ɲ,ɲ
928,luch1239,0283,ʃ,ʃ
928,luch1239,028A,ʊ,ʊ
928,luch1239,028A+02D0,ʊː,ʊː
928,luch1239,0292,ʒ,ʒ
928,luch1239,03B2,β,β
928,luch1239,03B8,θ,θ
929,orok1266,0061,a,a|aː
929,orok1266,0062,b,b|β|bʷ|bʲ
929,orok1266,0064,d,dʷ|d
929,orok1266,0064+0320+0292,d̠ʒ,d̠ʒ
929,orok1266,0065,e,e|ə
929,orok1266,0069,i,i
929,orok1266,006A,j,j
929,orok1266,006B,k,kʷ|k|kʲ
929,orok1266,006B+0070,kp,kp
929,orok1266,006C,l,l
929,orok1266,006D,m,mʷ|m|mʲ
929,orok1266,006D+0062,mb,mb|b̃ʷ|b̃
929,orok1266,006E,n,n
929,orok1266,006E+0064,nd,nd
929,orok1266,006E+0320+0064+0320+0292,n̠d̠ʒ,n̠d̠ʒ|n̠d̠ʒʲ
929,orok1266,006F,o,o|oː
929,orok1266,0070,p,p|pʰ
929,orok1266,0073,s,sʷ|s|sʲ
929,orok1266,0074,t,tʲ|t
929,orok1266,0074+0320+0283,t̠ʃ,t̠ʃʷ|t̠ʃ
929,orok1266,0075,u,u|uː
929,orok1266,0077,w,w
929,orok1266,014B,ŋ,ŋ|ŋʷ
929,orok1266,014B+006D+0261+0062,ŋmɡb,ŋmɡb
929,orok1266,014B+0261,ŋɡ,ŋɡʷ|ŋɡ
929,orok1266,0254,ɔ,ɔ|ɔ|ɔ
929,orok1266,025B,ɛ,ɛ
929,orok1266,0272,ɲ,ɲ
929,orok1266,027D,ɽ,ɽʷ|ɽ|ɽʲ
930,mace1250,0061,a,a
930,mace1250,0062,b,b
930,mace1250,0063,c,c
930,mace1250,0064+007A,dz,dz
930,mace1250,0064+0320+0292,d̠ʒ,d̠ʒ
930,mace1250,0064+032A,d̪,d̪
930,mace1250,0065,e,e
930,mace1250,0066,f,f
930,mace1250,0069,i,i|j
930,mace1250,006A,j,j
930,mace1250,006B,k,k
930,mace1250,006C,l,l
930,mace1250,006C+032A,l̪,l̪
930,mace1250,006D,m,m
930,mace1250,006E,n,n|ŋ
930,mace1250,006F,o,o
930,mace1250,0070,p,p
930,mace1250,0072,r,r|r|r
930,mace1250,0073,s,s
930,mace1250,0074+0073,ts,ts
930,mace1250,0074+0320+0283,t̠ʃ,t̠ʃ
930,mace1250,0074+032A,t̪,t̪
930,mace1250,0075,u,u
930,mace1250,0076,v,v
930,mace1250,0078,x,x
930,mace1250,007A,z,z
930,mace1250,0259,ə,ə
930,mace1250,025F,ɟ,ɟ
930,mace1250,0261,ɡ,ɡ
930,mace1250,0272,ɲ,ɲ
930,mace1250,0283,ʃ,ʃ
930,mace1250,0292,ʒ,ʒ
931,mada1293,0061,a,a
931,mada1293,0061+0303,ã,ã
931,mada1293,0062,b,b
931,mada1293,0064,d,d
931,mada1293,0064+007A,dz,dz
931,mada1293,0065,e,e
931,mada1293,0066,f,f
931,mada1293,0069,i,i
931,mada1293,0069+0303,ĩ,ĩ
931,mada1293,006A,j,j
931,mada1293,006B,k,k
931,mada1293,006B+0070,kp,kp
931,mada1293,006C,l,l
931,mada1293,006D,m,m
931,mada1293,006E,n,n
931,mada1293,006F,o,o
931,mada1293,0070,p,p
931,mada1293,0072,r,r
931,mada1293,0073,s,s
931,mada1293,0074,t,t
931,mada1293,0074+0073,ts,ts
931,mada1293,0075,u,u
931,mada1293,0075+0303,ũ,ũ
931,mada1293,0076,v,v
931,mada1293,0077,w,w
931,mada1293,007A,z,z
931,mada1293,014B,ŋ,ŋ
931,mada1293,0254,ɔ,ɔ
931,mada1293,0254+0303,ɔ̃,ɔ̃
931,mada1293,0259,ə,ə
931,mada1293,025B,ɛ,ɛ
931,mada1293,025B+0303,ɛ̃,ɛ̃
931,mada1293,0261,ɡ,ɡ
931,mada1293,0261+0062,ɡb,ɡb
931,mada1293,028D,ʍ,ʍ
931,mada1293,02E5+02E9,˥˩,˥˩|˥˩|˥˩
931,mada1293,02E6,˦,˦
931,mada1293,02E7,˧,˧
931,mada1293,02E8,˨,˨
931,mada1293,02E9+02E5,˩˥,˩˥
932,madi1261,0061,a,a|ʌ
932,madi1261,0062,b,b
932,madi1261,0064,d,d
932,madi1261,0064+02B7,dʷ,dʷ
932,madi1261,0064+0320+0292,d̠ʒ,d̠ʒ
932,madi1261,0065,e,e
932,madi1261,0066,f,f
932,madi1261,0068,h,h
932,madi1261,0069,i,i
932,madi1261,006A,j,j
932,madi1261,006B,k,k|hʷ
932,madi1261,006B+0070,kp,kp
932,madi1261,006B+02B7,kʷ,kʷ|hʷ
932,madi1261,006C,l,l
932,madi1261,006C+02B7,lʷ,lʷ
932,madi1261,006D,m,m
932,madi1261,006D+0062,mb,mb
932,madi1261,006E,n,n
932,madi1261,006E+0064,nd,nd
932,madi1261,006E+0064+02B7,ndʷ,ndʷ
932,madi1261,006E+0320+0064+0320+0292,n̠d̠ʒ,n̠d̠ʒ
932,madi1261,006F,o,o|o|o
932,madi1261,0070,p,p
932,madi1261,0072,r,r
932,madi1261,0072+02B7,rʷ,rʷ
932,madi1261,0073,s,s
932,madi1261,0074,t,t
932,madi1261,0074+02B7,tʷ,tʷ
932,madi1261,0074+0320+0283,t̠ʃ,t̠ʃ
932,madi1261,0074+0320+0283+02B7,t̠ʃʷ,t̠ʃʷ
932,madi1261,0075,u,u
932,madi1261,0076,v,v
932,madi1261,0077,w,w
932,madi1261,007A,z,z
932,madi1261,014B,ŋ,ŋ
932,madi1261,014B+006D,ŋm,ŋm|mʷ
932,madi1261,014B+006D+0261+0062,ŋmɡb,ŋmɡb
932,madi1261,014B+0261,ŋɡ,ŋɡ
932,madi1261,014B+0261+02B7,ŋɡʷ,ŋɡʷ
932,madi1261,0253,ɓ,ɓ
932,madi1261,0254,ɔ,ɔ
932,madi1261,0257,ɗ,ɗ
932,madi1261,025B,ɛ,ɛ
932,madi1261,0260+0253,ɠɓ,ɠɓ|ɓʷ
932,madi1261,0261,ɡ,ɡ
932,madi1261,0261+0062,ɡb,ɡb
932,madi1261,0261+02B7,ɡʷ,ɡʷ
932,madi1261,0268,ɨ,ɨ
932,madi1261,0271+0076,ɱv,ɱv
932,madi1261,0272,ɲ,ɲ
932,madi1261,0284,ʄ,ʄ
932,madi1261,028A,ʊ,ʊ
932,madi1261,0294,ʔ,ʔ
932,madi1261,0294+02B7,ʔʷ,ʔʷ
933,mana1295,0061,a,a
933,mana1295,0062,b,b
933,mana1295,0064,d,d
933,mana1295,0065,e,e
933,mana1295,0069,i,i
933,mana1295,006B,k,k
933,mana1295,006C,l,l
933,mana1295,006D,m,m
933,mana1295,006E,n,n
933,mana1295,006F,o,o
933,mana1295,0070,p,p
933,mana1295,0073,s,s
933,mana1295,0074,t,t
933,mana1295,0075,u,u|u|u
933,mana1295,007A,z,z
933,mana1295,014B,ŋ,ŋ
933,mana1295,0261,ɡ,ɡ
933,mana1295,027E,ɾ,ɾ
934,bame1260,0061,a,a
934,bame1260,0065,e,e
934,bame1260,0066,f,f|fʷ
934,bame1260,0066+02B2,fʲ,fʲ
934,bame1260,0069,i,i
934,bame1260,006A,j,j
934,bame1260,006B,k,k|kʰ|ʔ
934,bame1260,006B+02B2,kʲ,kʲ
934,bame1260,006B+02B7,kʷ,kʷ
934,bame1260,006C,l,l|d
934,bame1260,006C+02B7,lʷ,lʷ
934,bame1260,006D,m,ŋ|n|m
934,bame1260,006D+02B2,mʲ,mʲ
934,bame1260,006D+02B7,mʷ,mʷ
934,bame1260,006E,n,ŋ|n|m
934,bame1260,006E+02B7,nʷ,nʷ
934,bame1260,006F,o,o
